SEZ2011,P1,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,0-5anni,6-19 anni,20-64 anni,over 65 anni,OBJECTID,PRO_COM,SEZ,TIPO_LOC,SHAPE_AREA,SHAPE_LEN,POP_2010,ACE,mappa2,mappa2bis,geometry,P1divSHAPE
151460000988.00000000,143,8,5,4,4,6,7,11,14,10,13,14,6,8,8,12,13,5.59440559440559,9.09090909090909,62.2377622377622,23.0769230769231,49876,15146,988,1,13671.37271720000,606.34570605500,169.00000000000,21.00000000000,13,9.0300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.21561,45.48804 9.215215,45.488339 9.21566,45.488703 9.216099,45.488488 9.216711,45.488068 9.21698,45.487613 9.217639,45.487515 9.217468,45.486888 9.217416,45.48673 9.216692,45.487247 9.21561,45.48804</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.045981284820735
151460000989.00000000,268,15,13,8,7,11,12,14,27,14,26,16,16,22,22,15,30,5.59701492537313,10.4477611940299,58.955223880597,25,49877,15146,989,1,6759.88123697000,436.66963230600,279.00000000000,21.00000000000,30,11.1900000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.215121,45.489463 9.21602,45.488996 9.216203,45.489169 9.216422,45.489066 9.216995,45.488973 9.217006,45.488921 9.216099,45.488488 9.21566,45.488703 9.215728,45.488754 9.214874,45.489227 9.215121,45.489463</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.9645666928924683
151460000990.00000000,337,9,11,17,20,9,18,17,20,28,34,25,29,21,19,18,42,2.67062314540059,14.2433234421365,59.6439169139466,23.4421364985163,49878,15146,990,1,8202.17088732000,413.43659804800,353.00000000000,21.00000000000,36,10.5600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.215121,45.489463 9.215575,45.489908 9.216053,45.489657 9.216909,45.489501 9.216972,45.489161 9.216995,45.488973 9.216422,45.489066 9.216203,45.489169 9.21602,45.488996 9.215121,45.489463</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.108668359019186
151460000991.00000000,219,8,7,11,9,6,11,11,16,15,15,21,13,20,19,14,23,3.65296803652968,12.3287671232877,58.4474885844749,25.5707762557078,49879,15146,991,1,8637.78513504000,384.17043955000,240.00000000000,21.00000000000,14,6.3100000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.215575,45.489908 9.216185,45.490495 9.216826,45.490504 9.216758,45.490262 9.2171,45.490238 9.216977,45.489729 9.216909,45.489501 9.216053,45.489657 9.215575,45.489908</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.535372165158469
151460000992.00000000,317,12,11,16,13,15,13,19,19,28,31,26,14,22,23,20,35,3.78548895899054,12.6182965299685,58.9905362776025,24.6056782334385,49880,15146,992,1,10192.59522560000,466.03015002900,340.00000000000,21.00000000000,52,16.3500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.214311,45.490475 9.216185,45.490495 9.215575,45.489908 9.215121,45.489463 9.214874,45.489227 9.214311,45.490475</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.1101009407674125
151460000993.00000000,290,10,12,14,18,6,13,20,32,19,24,30,15,21,13,9,34,3.44827586206897,15.1724137931034,62.0689655172414,19.3103448275862,49881,15146,993,1,10425.94579980000,459.43378795400,296.00000000000,21.00000000000,19,6.4800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.214062,45.489189 9.213468,45.490469 9.213915,45.490483 9.214311,45.490475 9.214874,45.489227 9.214487,45.48887 9.214062,45.489189</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.781522228952725
151460000994.00000000,250,10,6,8,9,12,14,21,22,27,20,9,12,23,23,15,19,4,9.2,64,22.8,49882,15146,994,1,9388.64305568000,618.64997999100,280.00000000000,21.00000000000,49,19.6800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.214062,45.489189 9.214487,45.48887 9.21358,45.487995 9.213437,45.488321 9.213581,45.488352 9.213544,45.488695 9.213501,45.489039 9.213613,45.489634 9.213531,45.489624 9.213268,45.49019 9.213468,45.490469 9.214062,45.489189</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.662791614478872
151460000995.00000000,237,9,13,6,3,7,10,23,25,22,19,11,17,14,14,17,27,3.79746835443038,9.28270042194093,62.4472573839662,24.4725738396624,49883,15146,995,1,7908.37077044000,540.04767928100,238.00000000000,21.00000000000,23,9.6600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.213468,45.490469 9.213268,45.49019 9.213531,45.489624 9.213613,45.489634 9.213501,45.489039 9.213544,45.488695 9.213581,45.488352 9.213437,45.488321 9.213159,45.488961 9.212739,45.489997 9.213242,45.490473 9.213468,45.490469</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.996824591050553
151460000996.00000000,318,17,11,11,8,10,12,36,35,32,14,22,21,16,26,16,31,5.34591194968554,9.43396226415094,62.2641509433962,22.9559748427673,49884,15146,996,1,13664.06559110000,739.27810970200,331.00000000000,21.00000000000,24,7.4500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.210782,45.488605 9.210945,45.488753 9.211157,45.488975 9.211394,45.4894 9.211957,45.489964 9.212285,45.490375 9.211777,45.490676 9.212024,45.49095 9.212922,45.490505 9.213242,45.490473 9.212739,45.489997 9.212396,45.489695 9.2111,45.488453 9.210782,45.488605</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.3272722007945226
151460000997.00000000,330,11,9,10,10,18,25,33,32,26,26,20,19,20,15,28,28,3.33333333333333,8.78787878787879,66.3636363636364,21.5151515151515,49885,15146,997,1,17040.95456790000,709.68465431400,351.00000000000,21.00000000000,53,16.0600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.20983,45.488715 9.211777,45.490676 9.212285,45.490375 9.211957,45.489964 9.211394,45.4894 9.211157,45.488975 9.210945,45.488753 9.210782,45.488605 9.2111,45.488453 9.210862,45.488205 9.210255,45.488509 9.21005,45.488612 9.20983,45.488715</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.936511236416416
151460000998.00000000,297,14,10,11,12,16,18,16,26,22,24,21,16,21,19,22,29,4.71380471380471,11.1111111111111,60.6060606060606,23.5690235690236,49886,15146,998,1,10505.10379910000,579.04171963500,304.00000000000,21.00000000000,54,18.1800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.210862,45.488205 9.2111,45.488453 9.212396,45.489695 9.212638,45.489555 9.212465,45.489102 9.211608,45.488233 9.21211,45.487972 9.211813,45.487696 9.210862,45.488205</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.827197195571212
151460000999.00000000,246,12,7,6,5,7,18,20,26,23,24,15,14,18,17,7,27,4.87804878048781,7.31707317073171,67.0731707317073,20.7317073170732,49887,15146,999,1,9739.87651036000,542.55552268800,262.00000000000,21.00000000000,43,17.1300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.211608,45.488233 9.212465,45.489102 9.212638,45.489555 9.212396,45.489695 9.212739,45.489997 9.213159,45.488961 9.21211,45.487972 9.211608,45.488233</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.5256993734811477
151460001000.00000000,322,12,14,9,10,12,13,30,17,18,40,29,17,16,21,22,42,3.72670807453416,10.2484472049689,59.6273291925466,26.3975155279503,49336,15146,1000,1,12749.13695500000,484.68791396500,325.00000000000,21.00000000000,38,11.7300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.212767,45.487229 9.211813,45.487696 9.21211,45.487972 9.213159,45.488961 9.213437,45.488321 9.21358,45.487995 9.212767,45.487229</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.5256611575869607
151460001001.00000000,278,16,11,13,13,9,6,18,19,25,38,20,15,19,9,20,27,5.75539568345324,13.3093525179856,60.7913669064748,20.1438848920863,49337,15146,1001,1,24527.25919890000,669.62600646600,291.00000000000,21.00000000000,38,13.5700000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.21358,45.487995 9.214487,45.48887 9.215215,45.488339 9.21561,45.48804 9.214726,45.48744 9.21392,45.486643 9.213084,45.487061 9.212767,45.487229 9.21358,45.487995</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.1334327971405291
151460001002.00000000,186,3,10,4,9,11,10,8,9,12,14,11,16,17,9,12,31,1.61290322580645,12.3655913978495,58.0645161290323,27.9569892473118,49338,15146,1002,1,28898.10924060000,693.95004875000,199.00000000000,21.00000000000,18,9.5700000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.21392,45.486643 9.214726,45.48744 9.21561,45.48804 9.216692,45.487247 9.216247,45.486811 9.216481,45.486644 9.215607,45.485775 9.215243,45.485967 9.21392,45.486643</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.6436407255969601
151460001003.00000000,168,3,4,5,7,4,17,9,15,10,17,7,14,11,11,10,24,1.78571428571429,9.52380952380952,61.9047619047619,26.7857142857143,49339,15146,1003,1,19602.02826800000,672.63379034500,206.00000000000,21.00000000000,11,6.4300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.216481,45.486644 9.216247,45.486811 9.216692,45.487247 9.217416,45.48673 9.217217,45.486175 9.217639,45.485925 9.218215,45.485499 9.217328,45.485462 9.21704,45.48545 9.216318,45.485428 9.215607,45.485775 9.216481,45.486644</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.857054166554067
151460001004.00000000,332,22,9,12,11,14,30,40,42,39,27,24,14,18,10,8,12,6.62650602409639,9.63855421686747,74.6987951807229,9.03614457831325,49340,15146,1004,1,23658.88270910000,822.77661188800,388.00000000000,21.00000000000,116,34.4200000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.217639,45.487515 9.218079,45.488986 9.218281,45.489637 9.218576,45.489541 9.218517,45.489308 9.218799,45.489259 9.218749,45.489081 9.21902,45.489029 9.218923,45.488728 9.219857,45.488449 9.218693,45.487714 9.218042,45.486808 9.217468,45.486888 9.217639,45.487515</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.403278439147516
151460001005.00000000,225,11,7,11,4,8,14,12,32,17,19,16,16,17,15,4,22,4.88888888888889,9.77777777777778,67.1111111111111,18.2222222222222,49341,15146,1005,1,25693.13684340000,934.95385319900,268.00000000000,21.00000000000,61,26.7500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.218042,45.486808 9.218693,45.487714 9.219857,45.488449 9.220298,45.488848 9.221131,45.488573 9.218842,45.486806 9.217639,45.485925 9.217217,45.486175 9.217416,45.48673 9.217468,45.486888 9.218042,45.486808</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.8757202414457134
151460001006.00000000,270,17,7,6,8,13,28,39,26,28,24,24,11,14,8,6,11,6.2962962962963,7.77777777777778,76.6666666666667,9.25925925925926,49342,15146,1006,1,9670.09471868000,587.27644610300,349.00000000000,21.00000000000,118,43.0700000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.218923,45.488728 9.21902,45.489029 9.218749,45.489081 9.218799,45.489259 9.218517,45.489308 9.218576,45.489541 9.219141,45.489373 9.219803,45.489169 9.220454,45.48897 9.221324,45.488694 9.221131,45.488573 9.220298,45.488848 9.219857,45.488449 9.218923,45.488728</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.792113292111123
151460001007.00000000,207,11,8,8,5,12,19,27,22,28,16,8,13,5,7,5,13,5.31400966183575,10.1449275362319,72.463768115942,12.0772946859903,49343,15146,1007,1,3988.93239990000,267.50344873700,223.00000000000,24.00000000000,115,54.2500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.221522,45.489624 9.22173,45.48951 9.221905,45.489599 9.22228,45.489419 9.221546,45.488863 9.22111,45.489077 9.221522,45.489624</coordinates></LinearRing></outerBoundaryIs></Polygon>",5.189358435986264
151460001008.00000000,354,13,11,13,14,14,27,34,39,47,37,29,24,13,16,10,13,3.67231638418079,10.7344632768362,74.5762711864407,11.0169491525424,49344,15146,1008,1,9805.40621104000,586.82679644600,436.00000000000,24.00000000000,165,45.2100000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.220454,45.48897 9.221013,45.489998 9.22155,45.489931 9.222684,45.489735 9.22259,45.489674 9.22228,45.489419 9.221905,45.489599 9.22173,45.48951 9.221522,45.489624 9.22111,45.489077 9.221546,45.488863 9.221324,45.488694 9.220454,45.48897</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.6102532866147663
151460001009.00000000,89,6,3,3,2,7,7,4,4,7,8,9,9,8,2,4,6,6.74157303370787,8.98876404494382,70.7865168539326,13.4831460674157,49345,15146,1009,1,6345.61548520000,343.71957081100,92.00000000000,21.00000000000,11,12.2200000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.220354,45.490109 9.221013,45.489998 9.220454,45.48897 9.219803,45.489169 9.220354,45.490109</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.4025432238618365
151460001010.00000000,292,15,13,10,9,8,12,20,36,24,30,17,22,16,26,13,21,5.13698630136986,10.958904109589,63.3561643835616,20.5479452054794,49346,15146,1010,1,6963.00742008000,345.27119789900,325.00000000000,21.00000000000,81,27.4600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.219427,45.490264 9.220354,45.490109 9.219803,45.489169 9.219141,45.489373 9.219427,45.490264</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.193590246046947
151460001011.00000000,314,12,16,8,13,10,20,22,33,28,18,19,13,17,19,20,46,3.82165605095541,11.7834394904459,57.3248407643312,27.0700636942675,49347,15146,1011,1,7845.12776024000,355.86646078600,320.00000000000,21.00000000000,107,34.0800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.218535,45.490516 9.219313,45.490422 9.219427,45.490264 9.219141,45.489373 9.218576,45.489541 9.218281,45.489637 9.218535,45.490516</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.002484211810899
151460001012.00000000,533,24,24,23,28,20,31,41,48,52,52,41,30,26,21,25,47,4.50281425891182,14.0712945590994,63.9774859287054,17.4484052532833,49348,15146,1012,1,11092.62975020000,612.36435315500,563.00000000000,21.00000000000,161,30.3800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.219138,45.492388 9.220026,45.492402 9.22004,45.492079 9.219584,45.492092 9.219239,45.490933 9.219365,45.490915 9.219313,45.490422 9.218535,45.490516 9.219138,45.492388</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.8049922516379855
151460001013.00000000,391,26,10,10,14,17,34,47,32,41,31,22,23,18,16,9,41,6.64961636828645,8.69565217391304,67.7749360613811,16.8797953964194,49349,15146,1013,1,18242.01844710000,649.81388438600,370.00000000000,21.00000000000,163,41.0600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22043,45.492408 9.22043,45.490371 9.220354,45.490109 9.219427,45.490264 9.219313,45.490422 9.219365,45.490915 9.219239,45.490933 9.219584,45.492092 9.22004,45.492079 9.220026,45.492402 9.22043,45.492408</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.143403160861065
151460001014.00000000,351,12,19,11,10,36,32,46,48,26,36,19,12,14,9,8,13,3.41880341880342,11.3960113960114,76.6381766381766,8.54700854700855,49350,15146,1014,1,12644.27071720000,632.47774406800,407.00000000000,24.00000000000,221,61.7300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.221598,45.492415 9.221592,45.492108 9.221082,45.492099 9.221042,45.490361 9.22043,45.490371 9.22043,45.492408 9.221598,45.492415</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.7759608114253265
151460001015.00000000,249,9,7,15,4,12,17,21,29,27,29,18,19,13,5,12,12,3.6144578313253,10.4417670682731,74.2971887550201,11.6465863453815,49351,15146,1015,1,11345.34608370000,648.12858562000,279.00000000000,24.00000000000,133,51.9500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.221082,45.492099 9.221592,45.492108 9.22155,45.489931 9.221013,45.489998 9.220354,45.490109 9.22043,45.490371 9.221042,45.490361 9.221082,45.492099</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.194732519951431
151460001016.00000000,363,14,14,7,9,22,28,47,40,31,27,15,26,24,24,18,17,3.85674931129477,8.26446280991736,71.6253443526171,16.2534435261708,49352,15146,1016,1,30000.45981160000,828.20291548900,360.00000000000,24.00000000000,114,31.6700000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.222641,45.492422 9.222987,45.491641 9.223413,45.490665 9.222605,45.490505 9.222419,45.490383 9.222484,45.490126 9.222854,45.48986 9.222684,45.489735 9.22155,45.489931 9.221592,45.492108 9.221598,45.492415 9.222641,45.492422</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.2099814545497136
151460001017.00000000,152,17,4,3,2,7,27,13,18,10,16,7,3,3,8,3,11,11.1842105263158,5.92105263157895,68.421052631579,14.4736842105263,49353,15146,1017,1,4390.96658692000,265.28154176500,136.00000000000,24.00000000000,82,53.9500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.222484,45.490126 9.222419,45.490383 9.222605,45.490505 9.223413,45.490665 9.22352,45.490419 9.222854,45.48986 9.222484,45.490126</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.46165239454985
151460001018.00000000,233,11,11,7,5,9,16,20,24,15,29,25,19,8,8,6,20,4.72103004291846,9.87124463519313,70.8154506437768,14.5922746781116,49354,15146,1018,1,9548.36159840000,456.22076705200,283.00000000000,24.00000000000,80,34.0400000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.222049,45.49392 9.222641,45.492422 9.221598,45.492415 9.221599,45.492664 9.221624,45.493386 9.22164,45.493944 9.222049,45.49392</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.4402092191297333
151460001019.00000000,280,10,6,7,9,14,20,24,37,25,23,17,15,16,13,10,34,3.57142857142857,7.85714285714286,68.2142857142857,20.3571428571429,49355,15146,1019,1,5021.51172600000,353.40766163000,342.00000000000,24.00000000000,89,31.6700000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.220439,45.493432 9.221275,45.493398 9.221624,45.493386 9.221599,45.492664 9.22114,45.492665 9.221205,45.49306 9.220435,45.493071 9.220439,45.493432</coordinates></LinearRing></outerBoundaryIs></Polygon>",5.57601007979803
151460001020.00000000,419,35,21,16,15,20,41,59,56,49,27,20,16,14,9,9,12,8.35322195704057,12.4105011933174,72.0763723150358,7.15990453460621,49356,15146,1020,1,5139.57782628000,332.89679139200,494.00000000000,24.00000000000,288,67.1300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.220435,45.493071 9.221205,45.49306 9.22114,45.492665 9.221599,45.492664 9.221598,45.492415 9.22043,45.492408 9.220435,45.493071</coordinates></LinearRing></outerBoundaryIs></Polygon>",8.152420571540794
151460001021.00000000,233,7,4,6,6,8,14,22,19,20,14,18,20,12,15,14,34,3.00429184549356,6.86695278969957,63.0901287553648,27.0386266094421,49357,15146,1021,1,10306.17336130000,412.88685893900,292.00000000000,24.00000000000,57,24.0500000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.219471,45.493463 9.220439,45.493432 9.220435,45.493071 9.22043,45.492408 9.220026,45.492402 9.219138,45.492388 9.219471,45.493463</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.2607809109336565
151460001022.00000000,206,6,5,5,11,5,7,14,23,20,15,15,8,16,13,12,31,2.9126213592233,10.1941747572816,59.7087378640777,27.1844660194175,49358,15146,1022,1,5506.18207540000,451.29210170100,234.00000000000,24.00000000000,40,19.3200000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.219614,45.493958 9.219663,45.494156 9.219682,45.494251 9.220076,45.494183 9.21994,45.493673 9.221256,45.493656 9.221275,45.493398 9.220439,45.493432 9.219471,45.493463 9.219614,45.493958</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.7412493299185896
151460001023.00000000,269,16,14,10,11,15,17,22,23,31,16,21,13,9,10,18,23,5.94795539033457,13.0111524163569,62.0817843866171,18.9591078066914,49359,15146,1023,1,6570.98334524000,403.51689442700,277.00000000000,24.00000000000,93,34.1900000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.221256,45.493656 9.21994,45.493673 9.220076,45.494183 9.22164,45.493944 9.221624,45.493386 9.221275,45.493398 9.221256,45.493656</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.093755620227872
151460001024.00000000,307,7,9,13,13,24,17,20,31,35,24,20,12,14,16,22,30,2.28013029315961,11.400651465798,64.1693811074919,22.1498371335505,52888,15146,1024,1,14200.77819990000,514.25724524700,314.00000000000,24.00000000000,77,24.7600000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.219936,45.495096 9.221435,45.494785 9.221542,45.494619 9.222049,45.49392 9.22164,45.493944 9.220076,45.494183 9.219682,45.494251 9.219936,45.495096</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.1618533553475388
151460001025.00000000,144,7,4,6,3,5,9,7,13,13,14,11,6,14,8,9,15,4.86111111111111,9.02777777777778,63.8888888888889,22.2222222222222,52889,15146,1025,1,5443.60252088000,322.12689536100,178.00000000000,24.00000000000,23,16.0800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22005,45.495446 9.221008,45.495489 9.221435,45.494785 9.219936,45.495096 9.21995,45.495145 9.22005,45.495446</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.645307026875307
151460001026.00000000,76,0,2,4,1,5,9,19,3,3,4,4,5,4,3,1,9,0,9.21052631578947,73.6842105263158,17.1052631578947,52890,15146,1026,1,3608.32678604000,282.19076574400,69.00000000000,24.00000000000,5,6.9400000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.220338,45.496327 9.221008,45.495489 9.22005,45.495446 9.220093,45.495578 9.220338,45.496327</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.106239387575178
151460001027.00000000,212,11,17,8,10,16,14,24,18,14,20,14,15,11,6,5,9,5.18867924528302,16.5094339622642,68.8679245283019,9.43396226415094,54646,15146,1027,1,15173.50300010000,549.08282551300,204.00000000000,24.00000000000,130,59.0900000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.221489,45.496258 9.22144,45.496023 9.221008,45.495489 9.220338,45.496327 9.220744,45.497677 9.221593,45.497297 9.221489,45.496258</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.3971724261602798
151460001028.00000000,259,13,9,8,9,9,12,22,27,29,32,15,7,13,12,13,29,5.01930501930502,10.03861003861,64.0926640926641,20.8494208494208,54647,15146,1028,1,29664.40431640000,777.01574696800,269.00000000000,24.00000000000,34,13.0800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.224021,45.496076 9.223884,45.495669 9.22261,45.495586 9.221008,45.495489 9.22144,45.496023 9.221489,45.496258 9.221593,45.497297 9.222826,45.496846 9.224041,45.496451 9.2244,45.496325 9.224208,45.496042 9.224021,45.496076</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.8731002896181925
151460001029.00000000,359,17,9,16,12,14,27,30,39,29,30,25,22,20,13,19,37,4.73537604456825,10.3064066852368,65.7381615598886,19.2200557103064,52891,15146,1029,1,10338.07245910000,411.64926178100,321.00000000000,24.00000000000,91,24.5900000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22261,45.495586 9.222704,45.4948 9.221542,45.494619 9.221435,45.494785 9.221008,45.495489 9.22261,45.495586</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.4726009265295223
151460001030.00000000,285,10,5,8,4,9,24,14,23,21,18,17,24,15,18,32,43,3.50877192982456,5.96491228070175,57.8947368421053,32.6315789473684,52892,15146,1030,1,7181.50115212000,340.63664513200,302.00000000000,24.00000000000,43,15.0900000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.223884,45.495669 9.223797,45.495294 9.223634,45.495029 9.22334,45.494882 9.222704,45.4948 9.22261,45.495586 9.223884,45.495669</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.9685296146734887
151460001031.00000000,36,1,4,2,4,4,1,2,3,4,1,3,5,1,0,0,1,2.77777777777778,27.7777777777778,66.6666666666667,2.77777777777778,52893,15146,1031,1,142371.25866200001,1533.64522109000,35.00000000000,24.00000000000,23,60.5300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.222704,45.4948 9.22334,45.494882 9.223634,45.495029 9.223797,45.495294 9.223884,45.495669 9.224021,45.496076 9.224208,45.496042 9.2244,45.496325 9.225436,45.49593 9.22654,45.495461 9.226891,45.494125 9.227035,45.493493 9.227021,45.492997 9.226679,45.492745 9.22639,45.492526 9.225772,45.492048 9.225562,45.491897 9.222987,45.491641 9.222641,45.492422 9.222049,45.49392 9.221542,45.494619 9.222704,45.4948</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.025286002482752985
151460001032.00000000,411,21,17,14,27,33,39,45,44,40,39,21,15,14,11,6,25,5.10948905109489,14.1119221411192,70.5596107055961,10.2189781021898,52894,15146,1032,1,14497.52133890000,574.08916432300,361.00000000000,24.00000000000,202,47.9800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.222987,45.491641 9.225562,45.491897 9.224755,45.491288 9.224629,45.491193 9.22352,45.490419 9.223413,45.490665 9.222987,45.491641</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.8349673740241217
151460001033.00000000,239,17,11,9,11,18,6,18,28,27,19,12,8,15,7,13,20,7.11297071129707,12.9707112970711,63.1799163179916,16.7364016736402,52895,15146,1033,1,7435.91447064000,381.41550544600,266.00000000000,24.00000000000,119,49.5800000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.227035,45.493493 9.226891,45.494125 9.227867,45.494288 9.228047,45.493769 9.227483,45.493345 9.227021,45.492997 9.227035,45.493493</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.214130567849707
151460001034.00000000,168,9,12,12,4,3,10,14,22,26,15,7,7,6,7,7,7,5.35714285714286,16.6666666666667,65.4761904761905,12.5,52896,15146,1034,1,11129.48917560000,565.23722923500,169.00000000000,24.00000000000,72,43.1100000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22654,45.495461 9.226964,45.495239 9.227292,45.495059 9.228588,45.494181 9.228047,45.493769 9.227867,45.494288 9.226891,45.494125 9.22654,45.495461</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.5095032426853767
151460001035.00000000,291,24,18,15,11,12,20,27,34,35,25,13,11,15,9,7,15,8.24742268041237,15.1202749140893,65.979381443299,10.6529209621993,52897,15146,1035,1,11705.05301400000,497.68657729100,320.00000000000,26.00000000000,128,43.1000000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.2244,45.496325 9.224506,45.496451 9.225748,45.496658 9.2263,45.49675 9.22654,45.495461 9.225436,45.49593 9.2244,45.496325</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.48610578398872
151460001036.00000000,326,27,11,7,8,17,26,26,38,32,19,25,13,22,16,17,22,8.28220858895705,7.97546012269939,66.8711656441718,16.8711656441718,52898,15146,1036,1,39265.79980870000,896.93034383000,360.00000000000,26.00000000000,110,33.2300000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22654,45.495461 9.2263,45.49675 9.227069,45.496871 9.228462,45.497069 9.228706,45.496669 9.228939,45.496527 9.229937,45.496291 9.230049,45.495816 9.229522,45.495762 9.228799,45.495982 9.22842,45.495688 9.228574,45.495275 9.227292,45.495059 9.226964,45.495239 9.22654,45.495461</coordinates></LinearRing></outerBoundaryIs></Polygon>",0.830239041578797
