OBJECTID,PRO_COM,SEZ,TIPO_LOC,SEZ2011,SHAPE_AREA,SHAPE_LEN,POP_2010,ACE,mappa2,mappa2bis
49883,15146,995,1,151460000995,7908.37077044,540.047679281,238,21,23,9.66
49887,15146,999,1,151460000999,9739.87651036,542.555522688,262,21,43,17.13
52886,15146,974,1,151460000974,10358.6516661,581.14252031,422,21,99,26.54
52887,15146,975,1,151460000975,5175.05280357,418.831286122,287,21,42,14.63
49341,15146,1005,1,151460001005,25693.1368434,934.953853199,268,21,61,26.75
49345,15146,1009,1,151460001009,6345.6154852,343.719570811,92,21,11,12.22
49346,15146,1010,1,151460001010,6963.00742008,345.271197899,325,21,81,27.46
49348,15146,1012,1,151460001012,11092.6297502,612.364353155,563,21,161,30.38
49868,15146,980,1,151460000980,4604.18840724,277.865123077,149,21,7,5.74
49880,15146,992,1,151460000992,10192.5952256,466.030150029,340,21,52,16.35
49870,15146,982,1,151460000982,13899.888814,565.572801154,424,21,109,29.3
49885,15146,997,1,151460000997,17040.9545679,709.684654314,351,21,53,16.06
52471,15146,1352,1,151460001352,11166.8828739,437.585385403,331,21,35,12.07
49337,15146,1001,1,151460001001,24527.2591989,669.626006466,291,21,38,13.57
49340,15146,1004,1,151460001004,23658.8827091,822.776611888,388,21,116,34.42
49347,15146,1011,1,151460001011,7845.12776024,355.866460786,320,21,107,34.08
49866,15146,978,1,151460000978,11008.3023131,421.201961843,402,21,70,17.9
49879,15146,991,1,151460000991,8637.78513504,384.17043955,240,21,14,6.31
49882,15146,994,1,151460000994,9388.64305568,618.649979991,280,21,49,19.68
52469,15146,1350,1,151460001350,20811.9461203,797.799856338,403,21,47,13.06
49338,15146,1002,1,151460001002,28898.1092406,693.95004875,199,21,18,9.57
49342,15146,1006,1,151460001006,9670.09471868,587.276446103,349,21,118,43.07
49349,15146,1013,1,151460001013,18242.0184471,649.813884386,370,21,163,41.06
49871,15146,983,1,151460000983,9953.98854064,630.246313468,360,21,91,30.33
49878,15146,990,1,151460000990,8202.17088732,413.436598048,353,21,36,10.56
49884,15146,996,1,151460000996,13664.0655911,739.278109702,331,21,24,7.45
49886,15146,998,1,151460000998,10505.1037991,579.041719635,304,21,54,18.18
49867,15146,979,1,151460000979,13079.280528,725.279929781,512,21,177,36.27
49874,15146,986,1,151460000986,9686.40325816,533.99699806,306,21,44,15.12
49875,15146,987,1,151460000987,15995.5864465,542.426197214,382,21,134,35.45
49877,15146,989,1,151460000989,6759.88123697,436.669632306,279,21,30,11.19
52885,15146,973,1,151460000973,9465.03525952,603.813562605,356,21,63,19.94
49336,15146,1000,1,151460001000,12749.136955,484.687913965,325,21,38,11.73
49339,15146,1003,1,151460001003,19602.028268,672.633790345,206,21,11,6.43
49865,15146,977,1,151460000977,17867.484395,851.440109061,491,21,79,16.77
50718,15146,1709,1,151460001709,5409.21671272,302.585738142,246,22,38,17.84
50724,15146,1715,1,151460001715,10794.112835,415.843802596,214,22,20,10.53
53375,15146,1678,1,151460001678,11291.1898094,534.442808672,445,22,36,8.49
53399,15146,1726,1,151460001726,9987.66678324,603.385109623,353,22,10,2.85
53400,15146,1727,1,151460001727,5224.255207,296.580776511,2,22,0,0
53414,15146,1741,1,151460001741,104107.894972,1506.03471672,13,22,0,0
50707,15146,1698,1,151460001698,10781.3580352,490.00777744,63,22,4,8.16
53212,15146,1613,1,151460001613,20603.594407,599.952458859,222,22,26,13.2
53376,15146,1679,1,151460001679,19369.4830791,665.97183873,452,22,75,17.81
53377,15146,1680,1,151460001680,14758.943043,524.730384918,0,22,0,0
53378,15146,1681,1,151460001681,8769.3523266,486.245785496,230,22,24,10.17
53385,15146,1688,1,151460001688,9313.98181778,390.833678243,336,22,28,8.81
53393,15146,1720,1,151460001720,6819.19460886,406.286783262,279,22,27,10.67
53394,15146,1721,1,151460001721,5618.93187898,392.38423109,220,22,41,21.81
53397,15146,1724,1,151460001724,10441.3518953,538.790186745,303,22,16,5.57
53398,15146,1725,1,151460001725,9563.38466826,498.900446772,308,22,38,14.34
50709,15146,1700,1,151460001700,12165.1307671,533.945668718,331,22,41,12.09
50712,15146,1703,1,151460001703,6584.67886948,327.170771572,275,22,8,2.9
50714,15146,1705,1,151460001705,8184.01004944,488.464639499,313,22,26,9.19
53238,15146,1639,1,151460001639,5859.86355188,309.275165307,59,22,13,24.53
53253,15146,1655,1,151460001655,17281.4912158,703.804909083,263,22,16,6.02
53256,15146,1658,1,151460001658,5344.45034628,301.037445801,146,22,6,4.29
53389,15146,1692,1,151460001692,10884.1586059,437.610306022,230,22,37,15.61
53390,15146,1693,1,151460001693,9685.606116,460.411954401,260,22,36,14.46
53391,15146,1694,1,151460001694,13127.5260085,554.64459278,290,22,36,14.17
53392,15146,1719,1,151460001719,6863.00059979,420.821945894,206,22,25,12.89
53405,15146,1732,1,151460001732,46221.3522749,1019.0638095,15,22,3,21.43
53407,15146,1734,1,151460001734,26336.4893243,750.794145113,8,22,0,0
50706,15146,1697,1,151460001697,5728.96442066,353.507856541,169,22,26,17.93
50719,15146,1710,1,151460001710,8947.67028148,378.432425462,266,22,35,14.06
50721,15146,1712,1,151460001712,5191.901341,301.706440455,128,22,16,13.45
50722,15146,1713,1,151460001713,10252.9461838,489.778863744,294,22,33,11.7
50726,15146,1717,1,151460001717,17598.3823495,557.982284914,359,22,28,8.26
53240,15146,1641,1,151460001641,5110.0901202,293.165552759,0,22,0,0
53373,15146,1676,1,151460001676,14321.8897701,486.168555217,119,22,23,19.66
53383,15146,1686,1,151460001686,11736.2659205,448.2788761,340,22,33,10.12
53384,15146,1687,1,151460001687,5041.67456802,287.115882614,198,22,19,9.69
53402,15146,1729,1,151460001729,19115.9817062,606.913982911,6,22,0,0
53430,15146,1757,1,151460001757,6926.32651492,436.78263803,32,22,1,2.78
50705,15146,1696,1,151460001696,5533.47609684,306.585801311,110,22,2,1.79
50717,15146,1708,1,151460001708,7533.75407246,407.5469337,258,22,64,27.71
53234,15146,1635,1,151460001635,9636.31241792,399.082185692,336,22,36,11.25
53236,15146,1637,1,151460001637,25047.1400979,793.966626751,34,22,3,10.34
53237,15146,1638,1,151460001638,15762.99517,595.694347957,353,22,26,7.54
53260,15146,1662,1,151460001662,18523.7499701,661.801407525,253,22,14,5.86
53379,15146,1682,1,151460001682,13912.9740415,593.190353332,293,22,45,15.85
53386,15146,1689,1,151460001689,9168.93334405,506.776322696,341,22,39,11.54
53387,15146,1690,1,151460001690,14493.6437292,771.913957837,300,22,27,9
53401,15146,1728,1,151460001728,5110.84099332,293.106511378,0,22,0,0
53427,15146,1754,1,151460001754,43568.1332843,977.240597096,11,22,0,0
50704,15146,1695,1,151460001695,5668.9946796,322.974766315,204,22,19,9.64
50716,15146,1707,1,151460001707,7400.9355122,405.372955552,302,22,27,9.34
50720,15146,1711,1,151460001711,4969.32002684,292.678407996,160,22,26,15.12
50725,15146,1716,1,151460001716,21294.1575486,603.062099409,352,22,86,25
50727,15146,1718,1,151460001718,7212.35193904,447.495485794,367,22,61,17.53
53239,15146,1640,1,151460001640,8806.55146056,374.974738789,314,22,21,7.66
53254,15146,1656,1,151460001656,13925.3830991,521.669230709,239,22,10,4.24
53255,15146,1657,1,151460001657,10554.5153723,489.065037455,114,22,7,6.09
53259,15146,1661,1,151460001661,12009.7885031,556.38806406,261,22,21,8.61
53382,15146,1685,1,151460001685,10732.9720986,553.547558869,338,22,66,19.58
53403,15146,1730,1,151460001730,37009.4702976,930.694575893,6,22,0,0
53404,15146,1731,1,151460001731,99737.0341057,1264.19907909,14,22,0,0
53413,15146,1740,1,151460001740,91670.4249021,1218.95643,2,22,0,0
50708,15146,1699,1,151460001699,12503.0920322,503.978995874,434,22,35,8.06
50710,15146,1701,1,151460001701,5985.96183912,405.379676331,186,22,9,6.29
50711,15146,1702,1,151460001702,9748.69283796,540.355525993,309,22,49,15.91
50713,15146,1704,1,151460001704,9921.59890184,399.437707374,24,22,0,0
50715,15146,1706,1,151460001706,8993.05539868,472.004190176,300,22,23,8.33
53187,15146,1588,1,151460001588,11207.0091746,586.488743104,206,23,18,10.11
53419,15146,1746,1,151460001746,13511.29664,586.874820527,387,23,69,19.33
53429,15146,1756,1,151460001756,43950.0901233,1041.96371244,415,23,47,11.81
53440,15146,1767,1,151460001767,20449.7625194,672.701300047,0,23,0,0
53444,15146,1771,1,151460001771,5130.78183432,412.962905853,137,23,20,12.74
53449,15146,1776,1,151460001776,7069.4915836,484.426641223,293,23,17,6.14
53454,15146,1781,1,151460001781,11586.727926,672.27848578,199,23,7,3.68
53455,15146,1782,1,151460001782,10325.3705096,426.073699358,172,23,15,9.32
53457,15146,1784,1,151460001784,21099.063039,594.405527679,407,23,42,11.97
53458,15146,1785,1,151460001785,10954.4762457,480.300368219,114,23,12,11.65
53184,15146,1585,1,151460001585,13397.17046,592.176052662,347,23,15,4.37
53417,15146,1744,1,151460001744,7499.95180488,360.554632274,148,23,8,6.06
53433,15146,1760,1,151460001760,11293.0795391,485.971443159,311,23,61,18.83
53434,15146,1761,1,151460001761,20351.0350856,639.605636873,332,23,27,8.28
53439,15146,1766,1,151460001766,7871.31009268,473.089551679,297,23,45,16.25
53446,15146,1773,1,151460001773,15110.3577107,562.925415525,363,23,25,7.31
53448,15146,1775,1,151460001775,11269.110206,442.464400323,330,23,24,7.52
53450,15146,1777,1,151460001777,12069.2612646,656.60897975,417,23,25,6.13
53460,15146,1787,1,151460001787,3634.9258291,244.652100621,111,23,24,19.67
53461,15146,1788,1,151460001788,4206.22987312,264.671233931,89,23,4,4.49
53462,15146,1789,1,151460001789,6697.14050488,454.839720065,40,23,6,12.24
53466,15146,1793,1,151460001793,18273.5488655,654.45937945,382,23,44,11.73
53159,15146,1560,1,151460001560,14863.0787614,532.533261735,166,23,10,6.25
53185,15146,1586,1,151460001586,14148.3030491,648.2717661,401,23,29,7.67
53188,15146,1589,1,151460001589,6817.1276064,407.090605623,247,23,37,16.3
53211,15146,1612,1,151460001612,21812.0019046,634.094669928,414,23,21,5.33
53412,15146,1739,1,151460001739,10828.8283892,536.323640728,0,23,0,0
53425,15146,1752,1,151460001752,10866.2334341,486.612186289,440,23,14,3.23
53456,15146,1783,1,151460001783,7089.95948358,356.375798716,328,23,36,12.77
53183,15146,1584,1,151460001584,11863.9703406,513.971755183,383,23,48,12.37
53193,15146,1594,1,151460001594,4662.74514144,306.782809722,62,23,2,3.23
53422,15146,1749,1,151460001749,8487.48584112,417.249008219,307,23,27,9.41
53431,15146,1758,1,151460001758,8806.3276558,525.78947421,368,23,55,15.24
53436,15146,1763,1,151460001763,17976.7432883,701.589221462,157,23,18,11.92
53441,15146,1768,1,151460001768,7430.26599444,380.558920549,279,23,34,12.78
53189,15146,1590,1,151460001590,8390.79902728,412.4684256,191,23,8,4.76
53409,15146,1736,1,151460001736,11600.1675541,585.807827851,290,23,45,17.24
53420,15146,1747,1,151460001747,8570.70498046,523.504644157,282,23,27,9.64
53423,15146,1750,1,151460001750,6043.28857694,409.87222467,177,23,9,5.06
53426,15146,1753,1,151460001753,10742.7942824,424.775497375,302,23,31,11.03
53437,15146,1764,1,151460001764,6111.536272,324.755474642,319,23,114,34.76
53447,15146,1774,1,151460001774,6527.36295696,327.903054599,208,23,16,7.69
53451,15146,1778,1,151460001778,11108.800175,571.287705246,363,23,42,12.07
53459,15146,1786,1,151460001786,9315.14039936,447.498808938,216,23,17,7.87
53190,15146,1591,1,151460001591,13264.0554567,603.420535068,314,23,32,10.13
53191,15146,1592,1,151460001592,8861.72653462,386.671602325,279,23,10,3.73
53192,15146,1593,1,151460001593,6246.84503404,339.482993021,2,23,0,0
53194,15146,1595,1,151460001595,8664.0265114,391.53057674,245,23,27,11.2
53428,15146,1755,1,151460001755,24597.5579427,702.831777036,566,23,52,9.67
53432,15146,1759,1,151460001759,8103.16474728,499.536307925,251,23,16,6.56
53463,15146,1790,1,151460001790,8343.8299063,440.992001893,492,23,52,11.21
53465,15146,1792,1,151460001792,5884.81144531,346.979134164,196,23,42,25
49352,15146,1016,1,151460001016,30000.4598116,828.202915489,360,24,114,31.67
49354,15146,1018,1,151460001018,9548.3615984,456.220767052,283,24,80,34.04
52456,15146,1337,1,151460001337,21928.1342165,640.612451182,170,24,96,58.9
52466,15146,1347,1,151460001347,8873.11126416,410.193060437,394,24,160,37.12
52467,15146,1348,1,151460001348,7514.87146488,405.982060708,324,24,86,26.71
52875,15146,963,1,151460000963,9812.75340322,440.114384029,253,24,86,35.25
52889,15146,1025,1,151460001025,5443.60252088,322.126895361,178,24,23,16.08
54645,15146,961,1,151460000961,21993.8804258,678.49019507,449,24,142,38.17
52462,15146,1343,1,151460001343,8822.00931324,454.846641491,319,24,97,32.77
52463,15146,1344,1,151460001344,14424.8919758,497.176527445,523,24,218,50.35
52882,15146,970,1,151460000970,19420.3723192,692.416788976,131,24,21,15.44
49351,15146,1015,1,151460001015,11345.3460837,648.12858562,279,24,133,51.95
49357,15146,1021,1,151460001021,10306.1733613,412.886858939,292,24,57,24.05
52458,15146,1339,1,151460001339,6663.40512973,365.78738858,113,24,45,35.43
52888,15146,1024,1,151460001024,14200.7781999,514.257245247,314,24,77,24.76
52895,15146,1033,1,151460001033,7435.91447064,381.415505446,266,24,119,49.58
49343,15146,1007,1,151460001007,3988.9323999,267.503448737,223,24,115,54.25
49350,15146,1014,1,151460001014,12644.2707172,632.477744068,407,24,221,61.73
52460,15146,1341,1,151460001341,10092.095208,517.794669209,501,24,241,60.4
52461,15146,1342,1,151460001342,12648.2442494,670.588327044,575,24,209,41.14
52878,15146,966,1,151460000966,11550.817313,586.746376158,349,24,112,33.23
52880,15146,968,1,151460000968,5886.25074062,429.796705678,183,24,56,33.73
52892,15146,1030,1,151460001030,7181.50115212,340.636645132,302,24,43,15.09
49353,15146,1017,1,151460001017,4390.96658692,265.281541765,136,24,82,53.95
49358,15146,1022,1,151460001022,5506.1820754,451.292101701,234,24,40,19.32
52876,15146,964,1,151460000964,7824.2747712,393.225710527,265,24,54,20.15
52879,15146,967,1,151460000967,5924.14308866,320.634487069,409,24,175,44.76
52896,15146,1034,1,151460001034,11129.4891756,565.237229235,169,24,72,43.11
49355,15146,1019,1,151460001019,5021.511726,353.40766163,342,24,89,31.67
49356,15146,1020,1,151460001020,5139.57782628,332.896791392,494,24,288,67.13
52465,15146,1346,1,151460001346,4223.08655528,305.970743675,362,24,223,61.43
52468,15146,1349,1,151460001349,17736.8571981,527.846780507,42,24,3,7.89
52883,15146,971,1,151460000971,10179.7651705,522.544310547,257,24,66,26.4
52890,15146,1026,1,151460001026,3608.32678604,282.190765744,69,24,5,6.94
52893,15146,1031,1,151460001031,142371.258662,1533.64522109,35,24,23,60.53
49359,15146,1023,1,151460001023,6570.98334524,403.516894427,277,24,93,34.19
53474,15146,1801,1,151460001801,6780.82018576,330.439325446,272,25,51,18.89
53475,15146,1802,1,151460001802,12543.4734094,583.814700671,249,25,37,15.95
53490,15146,1817,1,151460001817,8967.0429342,457.023193529,334,25,109,35.28
53493,15146,1820,1,151460001820,12635.3735944,561.74748198,438,25,8,1.93
53494,15146,1821,1,151460001821,12262.5686042,549.116973645,197,25,27,13.92
52475,15146,1548,1,151460001548,14115.6005616,475.135443295,374,25,59,17.56
53158,15146,1559,1,151460001559,16823.2628989,575.831950996,366,25,36,10.17
53486,15146,1813,1,151460001813,23716.1434272,843.952097584,281,25,43,15.36
53491,15146,1818,1,151460001818,5720.2058608,379.451707095,208,25,28,13.93
53492,15146,1819,1,151460001819,9597.62891496,441.925943365,264,25,2,0.77
53155,15146,1556,1,151460001556,13269.1873381,684.370809013,342,25,31,9.34
53156,15146,1557,1,151460001557,13017.8584978,719.218953787,477,25,58,12.86
53469,15146,1796,1,151460001796,16019.4330765,565.593625875,433,25,63,14.86
53484,15146,1811,1,151460001811,16128.0571193,719.192675566,511,25,24,4.79
53487,15146,1814,1,151460001814,68591.4217823,1098.98371733,0,25,0,0
53497,15146,1825,1,151460001825,8735.79486623,527.671298352,201,25,16,7.58
53520,15146,1911,1,151460001911,16736.0313733,618.929443366,364,25,11,3.22
52476,15146,1549,1,151460001549,13119.8445048,502.518238035,434,25,12,4.27
53153,15146,1554,1,151460001554,13448.2217682,471.008181963,482,25,62,13.16
53480,15146,1807,1,151460001807,16449.7510273,571.635902792,176,25,14,8.43
53496,15146,1824,1,151460001824,8711.26387804,404.570444855,474,25,95,20.61
53498,15146,1826,1,151460001826,16352.638186,522.770121589,284,25,6,2.23
52473,15146,1546,1,151460001546,7164.07994488,353.590115525,229,25,29,12.34
52474,15146,1547,1,151460001547,10952.6194754,467.188890022,2,25,0,0
52477,15146,1550,1,151460001550,27990.7153926,822.652480154,95,25,30,14.15
53468,15146,1795,1,151460001795,18714.6329347,659.454613988,283,25,33,13.1
53488,15146,1815,1,151460001815,11010.3917432,677.966284454,322,25,52,15.71
52472,15146,1545,1,151460001545,5351.59470184,333.205370945,104,25,10,11.9
52478,15146,1551,1,151460001551,11351.7595632,465.856308565,241,25,21,9.46
52479,15146,1552,1,151460001552,5733.81621064,364.758262955,283,25,46,17.42
53521,15146,1912,1,151460001912,12101.1795416,558.261080723,210,25,22,12.09
52870,15146,957,1,151460000957,5008.41738928,438.596517791,193,26,64,34.97
52873,15146,960,1,151460000960,15808.3638492,617.195919854,213,26,79,36.57
52912,15146,1050,1,151460001050,13301.125365,550.780148021,111,26,3,2.73
52913,15146,1051,1,151460001051,13035.3629451,544.270722471,3,26,0,0
52919,15146,1057,1,151460001057,14486.2589765,515.315629184,183,26,25,12.89
52923,15146,1061,1,151460001061,8855.17464534,620.569248684,367,26,151,45.9
52925,15146,1063,1,151460001063,14682.7293359,740.114992196,453,26,135,35.25
52929,15146,1067,1,151460001067,18457.7302581,583.22628824,101,26,12,11.88
52940,15146,1079,1,151460001079,27417.6437431,896.971347307,305,26,51,17.65
52952,15146,1091,1,151460001091,14534.0928844,499.9668365,497,26,232,50.54
52917,15146,1055,1,151460001055,19405.969299,557.016022676,168,26,35,23.65
52924,15146,1062,1,151460001062,13870.3668124,651.709878784,461,26,163,36.3
52932,15146,1070,1,151460001070,9538.78614684,425.917537255,389,26,34,8.81
52933,15146,1071,1,151460001071,12753.817839,604.273116796,216,26,11,5.39
52938,15146,1076,1,151460001076,8645.1855086,373.865861333,158,26,37,19.47
52944,15146,1083,1,151460001083,8535.01356254,367.538096785,192,26,59,32.96
52947,15146,1086,1,151460001086,9365.76831112,525.909862519,411,26,209,53.18
52948,15146,1087,1,151460001087,10567.5798171,538.017916443,373,26,126,36.21
52900,15146,1038,1,151460001038,7358.04549012,359.753772834,168,26,29,16.86
52903,15146,1041,1,151460001041,5089.8353508,422.533852649,305,26,127,36.81
52906,15146,1044,1,151460001044,6705.63598974,397.893382015,277,26,124,46.1
52908,15146,1046,1,151460001046,2522.6807359,243.994414616,105,26,51,48.11
52918,15146,1056,1,151460001056,15480.9573221,502.07071994,368,26,43,11.81
52922,15146,1060,1,151460001060,6916.34752146,415.043306413,442,26,162,39.71
52936,15146,1074,1,151460001074,9639.75917996,402.468179195,97,26,30,24.39
52949,15146,1088,1,151460001088,22632.5978518,642.930621169,567,26,63,11.52
52871,15146,958,1,151460000958,13538.3937179,542.906508602,132,26,7,5.19
52927,15146,1065,1,151460001065,6104.43043691,484.283263411,112,26,1,0.98
52939,15146,1077,1,151460001077,47865.7176462,876.216264102,6,26,3,21.43
52945,15146,1084,1,151460001084,8302.99815352,363.775876354,264,26,33,14.1
54600,15146,956,1,151460000956,4326.37055368,387.666223178,216,26,83,39.71
52902,15146,1040,1,151460001040,5438.20787712,331.539209439,168,26,17,14.66
52910,15146,1048,1,151460001048,54601.2964266,934.966622335,0,26,0,0
52914,15146,1052,1,151460001052,6604.8637182,334.259635394,248,26,65,30.37
52920,15146,1058,1,151460001058,22273.6453848,749.676456542,364,26,20,5.56
52921,15146,1059,1,151460001059,7066.43948662,468.529249776,203,26,70,38.67
52930,15146,1068,1,151460001068,12723.6296588,483.035420351,279,26,34,12.36
52935,15146,1073,1,151460001073,11589.4862567,433.58948086,66,26,0,0
52941,15146,1080,1,151460001080,60014.9602748,1200.09885916,124,26,30,28.04
52942,15146,1081,1,151460001081,8742.48239236,383.190633379,132,26,62,48.06
52943,15146,1082,1,151460001082,7794.72391348,353.504228522,183,26,44,22.56
52865,15146,951,1,151460000951,25066.7755833,974.566024606,276,26,50,18.73
52866,15146,952,1,151460000952,9241.44459949,455.132229437,157,26,40,23.95
52897,15146,1035,1,151460001035,11705.053014,497.686577291,320,26,128,43.1
52898,15146,1036,1,151460001036,39265.7998087,896.93034383,360,26,110,33.23
52901,15146,1039,1,151460001039,7608.2734876,448.324841297,354,26,43,13.11
52905,15146,1043,1,151460001043,8429.78118988,480.378975959,365,26,92,30.26
52911,15146,1049,1,151460001049,30162.4125567,713.560673887,18,26,0,0
52916,15146,1054,1,151460001054,11119.4956181,430.066679267,179,26,6,4.69
52928,15146,1066,1,151460001066,22457.88448,723.116801841,285,26,64,23.79
52946,15146,1085,1,151460001085,11772.7137788,638.786300508,551,26,270,51.33
52950,15146,1089,1,151460001089,4547.40402142,333.11180137,28,26,4,23.53
52951,15146,1090,1,151460001090,24564.2335914,641.429699933,396,26,78,21.02
53101,15146,1286,1,151460001286,5565.47974944,323.037614949,153,27,33,23.74
53107,15146,1292,1,151460001292,10760.9373574,695.056808066,110,27,20,20.2
53112,15146,1297,1,151460001297,15523.6608176,766.18526235,313,27,55,19.78
53130,15146,1315,1,151460001315,4816.84698372,283.323170785,224,27,33,15.21
53134,15146,1319,1,151460001319,15730.4568935,502.383122914,104,27,28,26.17
53138,15146,1323,1,151460001323,6336.03173402,400.971465507,341,27,56,16.82
53091,15146,1276,1,151460001276,23189.8583626,879.827310855,223,27,14,6.36
53095,15146,1280,1,151460001280,14592.6986026,644.104853569,159,27,11,7.8
53104,15146,1289,1,151460001289,18063.0619189,650.511654664,80,27,9,10.71
53109,15146,1294,1,151460001294,13238.9127533,508.442406786,49,27,1,2.04
53118,15146,1303,1,151460001303,6749.43943352,401.181300711,201,27,23,12.5
53123,15146,1308,1,151460001308,5501.1212698,353.314576652,187,27,23,12.78
53136,15146,1321,1,151460001321,9508.33709987,471.231050396,356,27,79,27.05
53140,15146,1325,1,151460001325,16992.188015,656.082386599,158,27,0,0
53145,15146,1330,1,151460001330,7385.89924791,625.00893496,245,27,24,10.17
53117,15146,1302,1,151460001302,12426.8051381,450.102400966,294,27,65,22.26
53122,15146,1307,1,151460001307,8938.34520776,431.747078325,385,27,57,16.19
53149,15146,1334,1,151460001334,8563.0572504,375.10471912,0,27,0,0
52953,15146,1092,1,151460001092,11684.2752272,645.50838018,508,27,144,29.57
52954,15146,1093,1,151460001093,10472.8089338,687.885679825,385,27,96,26.74
52955,15146,1094,1,151460001094,9320.23578144,482.968271843,145,27,46,31.51
52957,15146,1096,1,151460001096,15977.9689867,539.64072155,176,27,68,44.74
52958,15146,1097,1,151460001097,8317.31520752,414.19496872,64,27,26,50
53092,15146,1277,1,151460001277,13107.8967591,552.418331977,262,27,20,8.3
53099,15146,1284,1,151460001284,32477.4190679,786.197069353,447,27,71,17.07
53103,15146,1288,1,151460001288,18481.9465061,788.649873691,337,27,68,20.67
53110,15146,1295,1,151460001295,8976.99822268,469.082788187,343,27,69,21.63
53120,15146,1305,1,151460001305,7980.587102,419.787150076,405,27,96,26.82
53129,15146,1314,1,151460001314,5047.433059,289.042920243,355,27,68,20.86
53133,15146,1318,1,151460001318,11790.2298603,444.264981574,111,27,13,13.13
53135,15146,1320,1,151460001320,7615.771913,458.896147751,216,27,61,30.81
53143,15146,1328,1,151460001328,6068.04918356,336.309215969,178,27,81,52.26
53144,15146,1329,1,151460001329,7675.36958416,397.276290901,316,27,102,35.92
53093,15146,1278,1,151460001278,20904.115715,770.33279363,376,27,86,26.14
53096,15146,1281,1,151460001281,19629.9091037,695.087324757,109,27,20,18.69
53102,15146,1287,1,151460001287,6541.5175808,324.272037108,305,27,81,27.93
53105,15146,1290,1,151460001290,10232.9736213,562.046367183,397,27,68,18.18
53108,15146,1293,1,151460001293,25972.6845326,740.258829968,316,27,96,28.66
53126,15146,1311,1,151460001311,16506.6852242,514.989942434,3,27,1,100
53128,15146,1313,1,151460001313,14152.4036188,475.286675001,189,27,37,19.58
53151,15146,1336,1,151460001336,21933.3489274,759.357305271,462,27,216,48.76
52959,15146,1098,1,151460001098,8950.72069968,424.124710261,52,27,11,22.45
52961,15146,1100,1,151460001100,13794.1213247,649.508930125,284,27,129,56.83
53100,15146,1285,1,151460001285,9085.34970544,403.677910539,105,27,84,70
53111,15146,1296,1,151460001296,14251.8941297,680.797416055,415,27,120,32.43
53113,15146,1298,1,151460001298,13439.6924557,574.262764363,156,27,67,40.12
53115,15146,1300,1,151460001300,8558.44739548,397.04919524,263,27,81,31.03
53116,15146,1301,1,151460001301,15582.4885042,598.168819992,139,27,17,12.78
53131,15146,1316,1,151460001316,2460.96427668,277.826831575,257,27,31,13.25
53146,15146,1331,1,151460001331,8854.15124428,405.539545867,244,27,40,18.96
53150,15146,1335,1,151460001335,31231.602033,807.998917402,0,27,0,0
53280,15146,2217,1,151460002217,16271.918583,654.929269921,400,28,28,7.25
53295,15146,2231,1,151460002231,33140.8038062,737.247265799,536,28,30,5.73
53339,15146,2275,1,151460002275,28088.8458146,760.480276243,298,28,32,11.72
53343,15146,2279,1,151460002279,5974.89495062,426.360512788,257,28,128,52.46
53352,15146,2288,1,151460002288,18262.4408997,577.184942392,274,28,12,4.35
54613,15146,2314,1,151460002314,106803.129229,2067.40507568,16,28,0,0
53336,15146,2272,1,151460002272,14882.8631888,526.136098697,495,28,126,26.03
53337,15146,2273,1,151460002273,66654.9522184,1372.0381881,299,28,16,5.21
53338,15146,2274,1,151460002274,28703.7433764,1032.39243872,521,28,72,13.04
53341,15146,2277,1,151460002277,8104.38546816,445.203951544,308,28,40,13.03
53349,15146,2285,1,151460002285,10349.3093059,530.982024771,258,28,21,8.17
53350,15146,2286,1,151460002286,8767.6212338,442.812914706,150,28,22,15.38
53353,15146,2289,1,151460002289,17060.2810413,520.918237409,357,28,29,8.01
53355,15146,2291,1,151460002291,16584.8154518,770.552366854,315,28,24,7.43
53363,15146,2299,1,151460002299,15469.1243747,561.973793683,439,28,41,9.79
53543,15146,2311,1,151460002311,335305.871567,2291.008569,7,28,0,0
53544,15146,2313,1,151460002313,47580.5686909,1536.08290481,1,28,0,0
54183,15146,2320,1,151460002320,547012.397666,3636.10469898,0,28,0,0
53278,15146,2215,1,151460002215,20750.0918502,609.020612871,305,28,22,7.21
53334,15146,2270,1,151460002270,11525.2285082,495.528070128,344,28,46,12.3
53345,15146,2281,1,151460002281,5007.36514876,346.909585583,253,28,48,20
53354,15146,2290,1,151460002290,7522.88320688,371.091042381,160,28,12,7.41
53366,15146,2302,1,151460002302,13789.0405306,555.326122849,485,28,53,11.7
53346,15146,2282,1,151460002282,7199.81459104,391.895844898,281,28,45,16.25
53358,15146,2294,1,151460002294,4120.24715886,271.550640528,136,28,23,15.54
53371,15146,2307,1,151460002307,8961.7789824,525.83580138,196,28,9,4.69
53549,15146,2317,1,151460002317,223218.696791,2354.61104487,2,28,2,100
53550,15146,2318,1,151460002318,182645.930642,2110.71669463,8,28,1,14.29
53551,15146,2319,1,151460002319,177974.658188,2276.21696439,5,28,1,50
54664,15146,2310,1,151460002310,89632.8124289,1228.75196001,155,28,41,24.55
53340,15146,2276,1,151460002276,8018.98207044,359.135397976,289,28,33,11.91
53342,15146,2278,1,151460002278,9874.654571,403.58484522,272,28,28,10.94
53347,15146,2283,1,151460002283,7280.06659232,392.592249594,218,28,17,8.06
53357,15146,2293,1,151460002293,11805.0752353,434.379541146,426,28,50,13.09
