SEZ2011,P1,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,0-5anni,6-19 anni,20-64 anni,over 65 anni
151460002949,309,30,30,14,9,11,23,17,21,18,22,17,23,13,10,21,30,9.70873786407767,17.1521035598706,53.3980582524272,19.7411003236246
151460002950,155,8,3,9,3,3,9,13,27,10,10,12,9,11,4,8,16,5.16129032258065,9.67741935483871,67.0967741935484,18.0645161290323
151460002951,218,19,22,13,9,8,14,21,23,26,21,10,11,10,4,5,2,8.71559633027523,20.1834862385321,66.0550458715596,5.04587155963303
151460002952,169,19,12,10,12,5,6,19,20,21,11,10,6,5,4,2,7,11.2426035502959,20.1183431952663,60.9467455621302,7.69230769230769
151460002953,209,10,10,6,12,14,10,5,9,16,22,18,14,12,10,8,33,4.78468899521531,13.3971291866029,57.4162679425837,24.4019138755981
151460002954,217,11,18,13,5,20,4,7,16,13,18,12,14,11,9,15,31,5.06912442396313,16.5898617511521,52.9953917050691,25.3456221198157
151460002955,236,6,12,14,21,11,6,12,14,25,26,17,15,12,8,20,17,2.54237288135593,19.9152542372881,58.4745762711864,19.0677966101695
151460002956,110,0,5,9,7,7,3,6,9,12,9,5,6,5,10,6,11,0,19.0909090909091,56.3636363636364,24.5454545454545
151460002957,142,7,5,2,3,8,9,7,12,20,19,2,4,7,7,7,23,4.92957746478873,7.04225352112676,61.9718309859155,26.056338028169
151460002958,40,0,0,0,0,0,1,2,1,0,3,1,2,2,2,2,24,0,0,30,70
151460002959,8,1,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,12.5,25,62.5,0
151460002960,147,2,1,1,2,5,2,2,4,7,4,16,10,16,15,16,44,1.36054421768707,2.72108843537415,44.8979591836735,51.0204081632653
151460002961,110,1,2,2,1,3,6,3,3,3,13,7,7,11,10,6,32,0.909090909090909,4.54545454545455,50.9090909090909,43.6363636363636
151460002962,98,2,5,9,4,12,7,7,2,15,4,9,7,6,2,3,4,2.04081632653061,18.3673469387755,70.4081632653061,9.18367346938776
151460002963,12,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,6,0,0,16.6666666666667,83.3333333333333
151460002964,185,9,6,6,5,9,17,26,21,21,15,16,12,5,5,0,12,4.86486486486487,9.18918918918919,76.7567567567568,9.18918918918919
151460002965,438,20,17,9,8,12,18,19,52,40,29,19,21,30,43,51,50,4.5662100456621,7.76255707762557,54.7945205479452,32.8767123287671
151460002966,123,8,8,3,6,1,10,15,14,22,7,8,5,6,5,2,3,6.50406504065041,13.8211382113821,71.5447154471545,8.13008130081301
151460002967,328,9,12,10,17,12,23,24,33,32,20,22,19,26,18,16,35,2.74390243902439,11.890243902439,64.3292682926829,21.0365853658537
151460002968,435,32,16,7,10,19,32,30,51,47,28,26,15,11,21,29,61,7.35632183908046,7.58620689655172,59.5402298850575,25.5172413793103
151460002969,414,24,11,8,5,25,36,55,58,41,37,24,14,14,22,13,27,5.79710144927536,5.79710144927536,73.4299516908213,14.975845410628
151460002970,222,7,4,4,6,2,3,14,16,15,14,11,11,32,32,26,25,3.15315315315315,6.30630630630631,53.1531531531532,37.3873873873874
151460002971,269,3,9,18,22,16,19,11,8,12,19,27,34,27,23,10,11,1.11524163568773,18.2156133828996,64.3122676579926,16.3568773234201
151460002972,249,3,9,9,10,32,15,7,13,10,19,32,33,20,11,10,16,1.20481927710843,11.2449799196787,72.6907630522088,14.859437751004
151460002973,557,32,20,8,21,23,38,45,57,48,39,32,35,44,37,32,46,5.74506283662478,8.79712746858169,64.8114901256733,20.6463195691203
151460002974,197,6,6,4,8,7,3,15,21,17,11,6,10,16,11,27,29,3.04568527918782,9.13705583756345,53.8071065989848,34.010152284264
151460002975,187,7,4,7,5,8,11,17,12,18,12,9,7,16,8,21,25,3.74331550802139,8.55614973262032,58.8235294117647,28.8770053475936
151460002976,415,13,11,16,12,13,25,24,30,26,31,35,28,22,31,26,72,3.13253012048193,9.39759036144578,56.3855421686747,31.0843373493976
151460002977,144,5,4,5,4,3,5,10,19,11,8,10,9,7,12,14,18,3.47222222222222,9.02777777777778,56.9444444444444,30.5555555555556
151460002978,364,14,21,7,3,9,18,23,35,46,20,29,17,11,23,27,61,3.84615384615385,8.51648351648352,57.1428571428571,30.4945054945055
151460002979,316,10,9,10,7,11,12,17,25,23,19,17,19,22,21,32,62,3.16455696202532,8.22784810126582,52.2151898734177,36.3924050632911
151460002980,172,7,6,2,4,7,11,6,9,13,9,9,21,9,8,14,37,4.06976744186047,6.97674418604651,54.6511627906977,34.3023255813954
151460002981,77,4,0,6,2,2,1,5,7,4,3,5,5,7,6,10,10,5.1948051948052,10.3896103896104,50.6493506493506,33.7662337662338
151460002982,288,8,11,6,21,24,16,14,7,18,29,21,25,14,14,21,39,2.77777777777778,13.1944444444444,58.3333333333333,25.6944444444444
151460002983,313,13,11,10,13,13,26,11,14,22,23,20,23,17,15,19,63,4.15335463258786,10.8626198083067,53.9936102236422,30.9904153354633
151460002984,212,14,11,9,16,7,9,8,12,18,11,15,16,18,14,11,23,6.60377358490566,16.9811320754717,53.7735849056604,22.6415094339623
151460002985,167,10,2,3,7,7,10,8,7,16,13,16,13,9,8,9,29,5.98802395209581,7.18562874251497,59.2814371257485,27.5449101796407
151460002986,286,9,12,15,8,7,26,29,19,24,25,20,13,8,15,14,42,3.14685314685315,12.2377622377622,59.7902097902098,24.8251748251748
151460002987,289,11,13,14,8,7,7,11,16,19,18,8,15,13,26,50,53,3.80622837370242,12.1107266435986,39.4463667820069,44.636678200692
151460002988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460002989,62,5,1,4,2,3,4,9,7,13,4,2,1,1,0,1,5,8.06451612903226,11.2903225806452,70.9677419354839,9.67741935483871
151460002990,185,15,5,2,9,14,11,24,22,25,17,14,9,3,4,3,8,8.10810810810811,8.64864864864865,75.1351351351351,8.10810810810811
151460002991,198,7,7,4,3,7,7,10,11,11,6,5,13,18,20,18,51,3.53535353535353,7.07070707070707,44.4444444444444,44.949494949495
151460002992,163,4,1,2,2,3,10,7,8,6,14,9,12,5,5,16,59,2.45398773006135,3.06748466257669,45.398773006135,49.079754601227
151460002993,132,4,4,8,1,4,7,7,6,11,11,9,4,7,5,4,40,3.03030303030303,9.84848484848485,50,37.1212121212121
151460002994,203,10,6,13,5,4,7,8,6,24,11,10,9,4,5,15,66,4.92610837438424,11.8226600985222,40.8866995073892,42.3645320197044
151460002995,209,5,8,9,7,7,6,11,11,14,18,8,16,8,10,16,55,2.39234449760766,11.4832535885167,47.3684210526316,38.755980861244
151460002996,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100
151460002997,390,18,17,15,6,9,15,14,28,33,28,16,27,21,16,26,101,4.61538461538462,9.74358974358974,48.974358974359,36.6666666666667
151460002998,259,5,8,10,7,6,7,16,13,19,18,17,14,9,18,20,72,1.93050193050193,9.65250965250965,45.945945945946,42.4710424710425
151460002999,132,12,10,10,2,8,5,2,7,8,7,11,11,11,7,10,11,9.09090909090909,16.6666666666667,53.030303030303,21.2121212121212
151460003000,212,9,11,6,7,8,12,10,13,22,18,13,17,15,9,23,19,4.24528301886793,11.3207547169811,60.377358490566,24.0566037735849
151460003001,138,6,0,2,12,8,10,3,12,10,9,14,7,8,7,5,25,4.34782608695652,10.1449275362319,58.695652173913,26.8115942028986
151460003002,61,2,0,1,3,0,4,4,5,5,1,5,4,3,4,5,15,3.27868852459016,6.55737704918033,50.8196721311475,39.344262295082
151460003003,286,6,8,11,9,12,8,9,12,16,15,19,19,26,31,17,68,2.0979020979021,9.79020979020979,47.5524475524476,40.5594405594406
151460003004,202,1,8,7,6,5,8,11,5,14,20,7,12,21,23,19,35,0.495049504950495,10.3960396039604,50.990099009901,38.1188118811881
151460003005,9,0,0,0,0,1,0,1,0,0,1,0,3,3,0,0,0,0,0,100,0
151460003007,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,100,0
151460003008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003009,8,1,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,12.5,0,87.5,0
151460003011,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,100,0
151460003012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100
151460003013,498,15,15,26,46,19,33,21,23,41,58,45,43,44,26,12,31,3.01204819277108,17.4698795180723,65.6626506024096,13.855421686747
151460003014,205,4,6,8,16,7,2,7,18,9,15,23,19,24,9,11,27,1.95121951219512,14.6341463414634,60.4878048780488,22.9268292682927
151460003015,277,11,5,5,7,15,24,12,16,13,12,15,28,44,38,16,16,3.97111913357401,6.13718411552347,64.6209386281588,25.2707581227437
151460003016,278,9,11,5,8,12,18,21,10,24,14,22,37,27,26,17,17,3.23741007194245,8.63309352517986,66.5467625899281,21.5827338129496
151460003017,20,2,3,1,2,1,0,2,1,1,1,3,1,0,0,1,1,10,30,50,10
151460003018,170,4,8,7,15,10,10,8,8,5,24,26,4,12,3,12,14,2.35294117647059,17.6470588235294,62.9411764705882,17.0588235294118
151460003019,332,9,7,6,6,17,15,18,22,19,13,17,33,43,40,34,33,2.71084337349398,5.72289156626506,59.3373493975904,32.2289156626506
151460003020,200,2,6,8,19,10,11,9,9,18,22,13,18,25,18,5,7,1,16.5,67.5,15
151460003021,211,10,4,7,19,12,9,2,12,10,27,20,20,21,13,14,11,4.739336492891,14.218009478673,63.0331753554502,18.0094786729858
151460003022,189,9,8,5,12,10,7,7,6,19,16,19,13,17,10,14,17,4.76190476190476,13.2275132275132,60.3174603174603,21.6931216931217
151460003023,425,17,18,27,34,29,19,18,27,41,48,56,28,34,7,12,10,4,18.5882352941176,70.5882352941177,6.82352941176471
151460003024,480,26,28,32,21,12,12,22,39,55,39,37,35,35,30,30,27,5.41666666666667,16.875,59.5833333333333,18.125
151460003025,228,6,7,19,13,12,8,4,8,13,29,42,17,18,11,12,9,2.63157894736842,17.1052631578947,66.2280701754386,14.0350877192982
151460003028,9,0,0,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,44.4444444444444,55.5555555555556,0
151460003029,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,100,0
151460003031,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,50
151460003032,19,1,1,0,0,1,0,1,3,3,4,0,1,0,0,2,2,5.26315789473684,5.26315789473684,68.421052631579,21.0526315789474
151460003033,6,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,50,50
151460003038,39,3,0,1,5,1,0,0,3,7,4,1,4,1,2,2,5,7.69230769230769,15.3846153846154,53.8461538461539,23.0769230769231
151460003039,155,12,20,14,11,14,5,6,16,13,12,9,12,3,1,3,4,7.74193548387097,29.0322580645161,58.0645161290323,5.16129032258065
151460003040,546,28,42,40,29,29,16,25,39,62,60,46,32,31,22,15,30,5.12820512820513,20.3296703296703,62.2710622710623,12.2710622710623
151460003041,5,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,40,40,20
151460003042,24,3,1,1,2,4,1,0,1,1,5,1,1,0,1,1,1,12.5,16.6666666666667,58.3333333333333,12.5
151460003043,117,2,6,7,8,4,5,1,6,8,12,9,7,3,2,18,19,1.70940170940171,17.948717948718,47.008547008547,33.3333333333333
151460003044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003045,294,10,13,11,11,12,8,14,11,23,27,16,13,10,19,37,59,3.40136054421769,11.9047619047619,45.578231292517,39.1156462585034
151460003046,144,7,6,1,3,6,4,5,6,8,8,5,8,13,7,18,39,4.86111111111111,6.94444444444444,43.75,44.4444444444444
151460003047,359,12,11,14,17,15,15,13,22,27,19,20,15,17,39,54,49,3.34261838440111,11.6991643454039,45.4038997214485,39.5543175487465
151460003048,314,3,4,10,8,16,11,12,13,17,25,19,19,18,36,45,58,0.955414012738853,7.00636942675159,47.7707006369427,44.2675159235669
151460003049,324,11,16,16,6,12,8,8,17,30,19,19,7,21,32,45,57,3.39506172839506,11.7283950617284,43.5185185185185,41.358024691358
151460003050,382,21,19,15,11,21,13,34,43,46,28,20,20,16,15,20,40,5.49738219895288,11.7801047120419,63.0890052356021,19.6335078534031
151460003051,294,10,8,11,13,14,11,7,16,20,18,20,17,22,13,31,63,3.40136054421769,10.8843537414966,49.3197278911565,36.3945578231293
151460003052,177,3,7,7,7,8,5,8,7,10,8,12,7,2,10,25,51,1.69491525423729,11.864406779661,37.8531073446328,48.5875706214689
151460003053,293,3,8,9,12,16,7,10,8,13,22,19,17,12,14,36,87,1.02389078498294,9.89761092150171,42.320819112628,46.7576791808874
151460003054,226,8,11,13,11,8,7,7,9,11,15,21,22,7,12,20,44,3.53982300884956,15.4867256637168,47.3451327433628,33.6283185840708
151460003055,348,12,10,24,19,15,14,5,20,21,27,22,16,11,26,32,74,3.44827586206897,15.2298850574713,43.3908045977011,37.9310344827586
151460003056,250,9,8,9,7,11,8,4,13,17,15,14,8,13,21,32,61,3.6,9.6,41.2,45.6
151460003057,246,4,1,8,10,9,3,2,6,15,17,11,13,11,24,44,68,1.6260162601626,7.72357723577236,35.3658536585366,55.2845528455285
151460003058,191,6,7,6,7,4,9,7,8,11,11,14,12,8,11,19,51,3.1413612565445,10.4712041884817,43.979057591623,42.4083769633508
151460003059,230,8,6,8,11,11,7,5,14,15,13,10,10,8,24,33,47,3.47826086956522,10.8695652173913,40.4347826086956,45.2173913043478
151460003060,366,11,11,15,16,18,14,13,18,22,27,26,21,18,29,27,80,3.00546448087432,11.4754098360656,48.3606557377049,37.1584699453552
151460003061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003062,289,11,3,9,4,13,12,11,11,8,16,14,16,19,27,35,80,3.80622837370242,5.5363321799308,41.522491349481,49.1349480968858
151460003063,208,6,4,14,7,5,6,9,8,9,18,15,11,8,8,29,51,2.88461538461538,12.0192307692308,42.7884615384615,42.3076923076923
151460003064,249,5,7,11,13,17,9,4,7,16,17,15,15,11,13,33,56,2.00803212851406,12.4497991967871,44.5783132530121,40.9638554216867
151460003065,331,15,11,15,15,14,16,31,29,26,23,19,16,15,18,24,44,4.53172205438066,12.3867069486405,57.0996978851964,25.9818731117825
151460003066,360,8,15,23,32,14,6,10,13,29,26,23,16,17,22,33,73,2.22222222222222,19.4444444444444,42.7777777777778,35.5555555555556
151460003067,197,8,5,10,7,12,6,7,4,8,14,10,9,11,6,28,52,4.06091370558376,11.1675126903553,41.1167512690355,43.6548223350254
151460003068,241,7,7,9,15,8,8,2,14,22,15,9,4,11,11,35,64,2.9045643153527,12.8630705394191,38.5892116182573,45.643153526971
151460003069,303,5,11,10,12,7,15,5,14,16,24,14,12,17,21,40,80,1.65016501650165,10.8910891089109,40.9240924092409,46.5346534653465
151460003070,177,6,11,15,7,7,2,2,9,10,21,15,2,1,7,13,49,3.38983050847458,18.6440677966102,38.9830508474576,38.9830508474576
151460003071,228,5,11,13,9,14,3,1,16,14,15,12,9,8,13,21,64,2.19298245614035,14.4736842105263,40.3508771929825,42.9824561403509
151460003072,339,10,11,13,21,17,15,9,19,13,25,24,17,10,23,36,76,2.94985250737463,13.2743362831858,43.952802359882,39.8230088495575
151460003073,235,2,8,17,12,10,5,2,6,13,16,20,10,8,12,24,70,0.851063829787234,15.7446808510638,38.2978723404255,45.1063829787234
151460003074,263,3,7,15,14,14,6,10,9,15,19,13,17,15,14,25,67,1.14068441064639,13.6882129277567,44.8669201520913,40.3041825095057
151460003075,276,8,14,12,9,15,4,9,11,15,21,15,18,13,20,29,63,2.89855072463768,12.6811594202899,43.8405797101449,40.5797101449275
151460003076,314,14,13,17,10,11,8,5,22,16,17,21,12,19,10,36,83,4.45859872611465,12.7388535031847,41.7197452229299,41.0828025477707
151460003077,278,5,10,18,23,16,13,8,12,13,21,21,16,17,16,21,48,1.79856115107914,18.3453237410072,49.2805755395684,30.5755395683453
151460003078,203,6,10,5,5,7,2,4,7,15,17,8,8,13,15,25,56,2.95566502463054,9.85221674876847,39.9014778325123,47.2906403940887
151460003079,287,15,9,10,14,11,7,9,21,29,29,10,13,10,13,23,64,5.22648083623693,11.4982578397213,48.4320557491289,34.8432055749129
151460003080,277,11,14,9,17,11,14,14,18,23,31,30,19,11,14,11,30,3.97111913357401,14.4404332129964,61.7328519855596,19.85559566787
151460003081,249,15,9,10,16,9,18,17,15,15,26,28,22,10,12,11,16,6.02409638554217,14.0562248995984,64.2570281124498,15.6626506024096
151460003082,270,12,12,14,14,13,11,15,22,20,29,17,20,15,15,17,24,4.44444444444444,14.8148148148148,60,20.7407407407407
151460003083,156,3,5,6,9,9,6,8,12,12,20,13,14,16,9,7,7,1.92307692307692,12.8205128205128,70.5128205128205,14.7435897435897
151460003084,76,3,7,7,4,7,2,3,7,8,6,9,3,1,2,1,6,3.94736842105263,23.6842105263158,60.5263157894737,11.8421052631579
151460003086,125,8,6,5,3,4,7,15,15,15,6,6,8,12,6,4,5,6.4,11.2,70.4,12
151460003087,248,3,5,12,11,12,9,11,8,23,15,19,8,27,37,30,18,1.20967741935484,11.2903225806452,53.2258064516129,34.2741935483871
151460003088,242,16,8,5,6,5,1,9,18,23,15,12,3,21,32,29,39,6.61157024793388,7.85123966942149,44.2148760330579,41.3223140495868
151460003089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003090,261,7,5,6,13,12,7,9,13,11,18,16,11,37,40,30,26,2.68199233716475,9.19540229885057,51.3409961685824,36.7816091954023
151460003091,296,8,12,11,15,16,4,6,14,21,15,21,7,21,35,57,33,2.7027027027027,12.8378378378378,42.2297297297297,42.2297297297297
151460003092,202,4,9,10,7,8,4,7,11,14,13,8,9,14,24,30,30,1.98019801980198,12.8712871287129,43.5643564356436,41.5841584158416
151460003093,286,7,14,11,10,5,8,6,15,23,23,10,12,21,48,41,32,2.44755244755245,12.2377622377622,43.006993006993,42.3076923076923
151460003094,362,9,15,18,13,11,15,10,20,26,25,18,17,36,38,43,48,2.48618784530387,12.707182320442,49.171270718232,35.6353591160221
151460003095,230,9,7,10,6,12,3,8,9,19,14,11,8,19,33,25,37,3.91304347826087,10,44.7826086956522,41.304347826087
151460003096,328,10,14,10,15,6,10,11,22,21,27,19,10,30,51,39,33,3.04878048780488,11.890243902439,47.5609756097561,37.5
151460003097,207,4,7,6,13,8,6,6,11,19,13,10,10,13,33,26,22,1.93236714975845,12.56038647343,46.3768115942029,39.1304347826087
151460003098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
151460003100,29,0,0,1,0,2,0,4,3,2,2,2,1,4,1,2,5,0,3.44827586206897,68.9655172413793,27.5862068965517
151460003102,267,6,6,10,10,3,7,5,19,21,23,14,12,15,18,21,77,2.24719101123596,9.73782771535581,44.5692883895131,43.4456928838951
151460003103,141,9,4,3,5,6,5,6,10,13,7,9,13,7,12,7,25,6.38297872340426,8.51063829787234,53.9007092198582,31.2056737588652
151460003104,204,9,8,11,5,6,10,14,14,15,18,17,7,6,9,18,37,4.41176470588235,11.7647058823529,52.4509803921569,31.3725490196078
151460003105,117,4,1,5,2,1,6,6,7,9,6,3,6,8,9,12,32,3.41880341880342,6.83760683760684,44.4444444444444,45.2991452991453
151460003106,190,7,6,6,4,7,5,9,14,16,17,9,8,8,8,20,46,3.68421052631579,8.42105263157895,48.9473684210526,38.9473684210526
151460003107,274,8,8,5,9,5,10,13,19,21,22,15,12,15,10,27,75,2.91970802919708,8.02919708029197,48.1751824817518,40.8759124087591
151460003108,287,10,10,12,8,8,13,13,20,14,24,23,10,11,15,29,67,3.48432055749129,10.4529616724739,47.3867595818815,38.6759581881533
151460003109,172,6,4,6,8,6,4,7,11,16,10,10,9,7,14,12,42,3.48837209302326,10.4651162790698,46.5116279069767,39.5348837209302
151460003110,286,31,16,9,11,9,21,34,40,32,27,13,9,15,8,4,7,10.8391608391608,12.5874125874126,69.9300699300699,6.64335664335664
151460003111,31,2,1,0,3,1,2,2,6,3,4,1,0,3,0,1,2,6.45161290322581,12.9032258064516,70.9677419354839,9.67741935483871
151460003112,497,22,29,46,45,30,22,15,25,53,76,51,29,23,18,7,6,4.42655935613682,24.1448692152917,65.1911468812877,6.2374245472837
151460003113,155,4,9,12,10,9,7,8,7,14,17,18,15,7,9,5,4,2.58064516129032,20,65.8064516129032,11.6129032258065
151460003114,369,9,22,30,35,14,10,11,15,39,52,33,26,26,16,15,16,2.4390243902439,23.5772357723577,61.2466124661247,12.7371273712737
151460003115,175,16,17,15,23,18,15,16,19,10,7,7,3,4,2,1,2,9.14285714285714,31.4285714285714,56.5714285714286,2.85714285714286
151460003116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0
151460003117,35,3,3,4,1,0,4,7,7,2,1,0,1,1,1,0,0,8.57142857142857,22.8571428571429,65.7142857142857,2.85714285714286
151460003118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003119,17,2,0,1,3,1,2,1,1,1,2,2,0,0,0,1,0,11.7647058823529,23.5294117647059,58.8235294117647,5.88235294117647
151460003120,304,17,9,10,12,23,13,20,20,17,25,23,19,32,31,18,15,5.5921052631579,10.1973684210526,63.1578947368421,21.0526315789474
151460003121,50,4,4,2,0,2,1,5,7,10,1,2,3,2,3,2,2,8,12,66,14
151460003122,23,0,0,0,0,0,1,3,6,6,2,2,1,1,0,0,1,0,0,95.6521739130435,4.34782608695652
151460003124,160,2,3,1,2,3,7,4,10,9,17,6,14,8,8,16,50,1.25,3.75,48.75,46.25
151460003125,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50,50
151460003126,359,14,15,15,9,14,15,29,24,32,16,17,25,27,27,34,46,3.89972144846797,10.8635097493036,55.4317548746518,29.8050139275766
151460003127,332,17,12,8,13,9,19,25,24,27,22,21,14,14,22,21,64,5.12048192771084,9.93975903614458,52.710843373494,32.2289156626506
151460003128,261,10,8,11,13,6,9,27,16,21,26,18,13,17,16,12,38,3.83141762452107,12.2605363984674,58.6206896551724,25.2873563218391
151460003129,151,6,8,9,4,11,7,8,18,13,14,14,3,8,5,7,16,3.97350993377483,13.9072847682119,63.5761589403974,18.5430463576159
151460003130,216,9,13,9,8,5,12,23,26,17,14,16,7,5,13,14,25,4.16666666666667,13.8888888888889,57.8703703703704,24.0740740740741
151460003131,376,13,12,14,21,11,18,29,27,27,24,31,19,18,20,24,68,3.45744680851064,12.5,54.2553191489362,29.7872340425532
151460003132,364,15,15,10,7,14,18,32,32,31,30,16,19,27,30,34,34,4.12087912087912,8.79120879120879,60.1648351648352,26.9230769230769
151460003133,64,2,1,4,4,1,1,1,3,4,6,2,5,1,8,7,14,3.125,14.0625,37.5,45.3125
151460003134,278,7,4,8,9,13,17,12,15,21,15,16,22,21,20,28,50,2.51798561151079,7.55395683453237,54.6762589928058,35.2517985611511
151460003135,173,5,5,3,5,4,8,8,14,16,15,9,7,12,6,11,45,2.89017341040462,7.51445086705202,53.757225433526,35.8381502890173
151460003136,49,0,0,1,3,2,4,5,3,2,2,4,6,0,3,5,9,0,8.16326530612245,57.1428571428571,34.6938775510204
151460003137,209,8,4,6,10,9,13,17,11,13,15,18,9,12,19,21,24,3.82775119617225,9.56937799043062,55.9808612440192,30.622009569378
151460003138,194,7,7,7,10,4,16,12,13,15,16,9,10,12,18,16,22,3.60824742268041,12.3711340206186,55.1546391752577,28.8659793814433
151460003139,86,3,3,2,3,1,8,5,6,6,5,6,6,13,5,1,13,3.48837209302326,9.30232558139535,65.1162790697674,22.093023255814
151460003140,419,19,14,11,19,13,14,33,31,28,32,18,19,27,30,47,64,4.5346062052506,10.5011933174224,51.3126491646778,33.6515513126492
151460003141,258,16,9,10,5,9,11,12,27,23,15,19,21,16,16,15,34,6.2015503875969,9.30232558139535,59.3023255813954,25.1937984496124
151460003142,138,11,1,4,4,5,5,10,10,3,11,5,8,15,13,8,25,7.97101449275362,6.52173913043478,52.1739130434783,33.3333333333333
151460003143,164,10,5,6,4,7,9,25,12,18,16,12,9,3,5,8,15,6.09756097560976,9.14634146341463,67.6829268292683,17.0731707317073
151460003144,237,13,10,8,6,11,23,28,26,27,16,13,12,11,12,8,13,5.48523206751055,10.126582278481,70.4641350210971,13.9240506329114
151460003145,182,8,6,2,5,7,7,9,19,23,13,9,9,15,9,16,25,4.3956043956044,7.14285714285714,60.989010989011,27.4725274725275
151460003146,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50,50
151460003147,12,1,0,0,0,1,0,0,3,1,0,2,1,1,0,1,1,8.33333333333333,0,75,16.6666666666667
151460003148,396,19,11,15,8,15,28,37,40,29,26,28,27,32,26,26,29,4.7979797979798,8.58585858585859,66.1616161616162,20.4545454545455
151460003149,248,16,5,7,3,7,18,40,40,25,10,11,10,16,11,9,20,6.45161290322581,6.04838709677419,71.3709677419355,16.1290322580645
151460003150,190,18,3,2,3,2,5,22,28,16,6,7,6,15,16,16,25,9.47368421052632,4.21052631578947,56.3157894736842,30
151460003151,80,6,4,3,1,1,4,5,10,18,7,2,4,1,3,1,10,7.5,10,65,17.5
151460003152,58,4,2,4,0,1,4,5,7,8,7,3,3,2,2,2,4,6.89655172413793,10.3448275862069,68.9655172413793,13.7931034482759
151460003153,224,31,15,2,5,6,14,44,47,19,13,4,9,7,8,0,0,13.8392857142857,9.82142857142857,72.7678571428571,3.57142857142857
151460003154,105,4,4,2,5,1,4,2,11,7,6,5,5,5,13,16,15,3.80952380952381,10.4761904761905,43.8095238095238,41.9047619047619
151460003155,347,13,12,12,13,15,20,27,28,33,22,27,9,21,28,20,47,3.7463976945245,10.6628242074928,58.2132564841499,27.3775216138328
151460003156,396,21,14,7,22,20,25,22,37,30,39,25,20,19,17,18,60,5.3030303030303,10.8585858585859,59.8484848484849,23.989898989899
151460003157,252,13,10,10,2,7,12,19,27,27,14,12,5,12,23,23,36,5.15873015873016,8.73015873015873,53.5714285714286,32.5396825396825
151460003158,296,11,11,7,13,8,20,14,21,23,26,21,17,15,12,26,51,3.71621621621622,10.472972972973,55.7432432432432,30.0675675675676
151460003159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460003160,262,10,11,7,7,8,20,31,22,28,16,17,14,16,14,16,25,3.81679389312977,9.54198473282443,65.6488549618321,20.9923664122137
151460003161,390,23,21,25,16,13,18,18,29,41,34,30,18,18,23,18,45,5.8974358974359,15.8974358974359,56.1538461538462,22.0512820512821
151460003162,389,19,20,11,15,22,20,32,34,26,33,30,27,18,22,27,33,4.88431876606684,11.8251928020566,62.2107969151671,21.0796915167095
151460003163,468,24,30,14,17,21,28,33,41,41,31,29,28,14,15,24,78,5.12820512820513,13.034188034188,56.8376068376068,25
151460003164,378,19,13,6,10,15,26,22,43,36,31,12,22,25,21,29,48,5.02645502645503,7.67195767195767,61.3756613756614,25.9259259259259
151460003165,386,21,4,8,11,13,17,30,43,28,26,18,20,25,31,31,60,5.44041450777202,5.95854922279793,56.9948186528498,31.6062176165803
151460003166,294,20,7,5,5,26,33,35,50,35,20,17,14,7,7,8,5,6.80272108843537,5.78231292517007,80.6122448979592,6.80272108843537
