SEZ2011,P1,ST1,ST2,%ST,FST,%MST,ST9,ST10,ST11,ST12,ST13,%STCONTEU,%STCONTAF,%STCONTAM,%STCONTAS,%STCONTOC,PF1,DMFAM,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,RES1,RES2,RES3,ST1,ST2,ST3,ST/RES1,ST/RES2,ST/RES3
151460000040.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000041.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000042.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000043.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000044.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000045.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000046.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,#DIV/0!,#DIV/0!,0
151460000047.00000000,19,1,0,5.26315789473684,1,100,0,0,1,0,0,0,0,100,0,0,13,1.46153846153846,0,0,1,1,0,1,0,1,1,1,1,1,1,2,1,7,3,4,12,0,0,1,0,0,8.33333333333333
151460000048.00000000,21,1,0,4.76190476190476,1,100,0,0,0,1,0,0,0,0,100,0,9,2.33333333333333,2,0,1,0,0,1,0,1,2,0,1,2,5,1,1,4,4,4,13,0,1,0,0,25,0
151460000049.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,#DIV/0!,0,#DIV/0!
151460000050.00000000,5,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,4,0,0,0,#DIV/0!,0,0
151460000051.00000000,18,1,0,5.55555555555556,1,100,0,0,0,1,0,0,0,0,100,0,12,1.5,0,0,0,2,3,0,0,1,0,3,3,2,0,2,2,0,5,7,6,0,1,0,0,14.2857142857143,0
151460000053.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000054.00000000,16,1,1,6.25,0,0,1,0,0,0,0,100,0,0,0,0,1,16,0,1,2,1,0,0,0,1,3,4,3,0,0,0,0,1,4,11,1,0,1,0,0,9.09090909090909,0
151460000055.00000000,15,1,1,6.66666666666667,0,0,0,0,0,1,0,0,0,0,100,0,8,1.875,0,0,0,1,1,2,1,1,1,1,1,3,0,1,0,2,4,5,6,0,0,1,0,0,16.6666666666667
151460000056.00000000,6,2,2,33.3333333333333,0,0,0,0,2,0,0,0,0,100,0,0,3,2,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,3,1,0,1,1,0,33.3333333333333,100
151460000057.00000000,42,7,1,16.6666666666667,6,85.7142857142857,5,0,1,1,0,71.4285714285714,0,14.2857142857143,14.2857142857143,0,29,1.44827586206897,0,0,0,1,5,2,4,4,2,0,5,2,3,5,3,6,8,15,19,2,4,1,25,26.6666666666667,5.26315789473684
151460000058.00000000,33,3,2,9.09090909090909,1,33.3333333333333,0,0,1,2,0,0,0,33.3333333333333,66.6666666666667,0,22,1.5,0,1,0,3,1,0,1,0,2,1,7,3,4,6,1,3,5,11,17,0,2,1,0,18.1818181818182,5.88235294117647
151460000059.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000060.00000000,11,4,2,36.3636363636364,2,50,4,0,0,0,0,100,0,0,0,0,3,3.66666666666667,0,0,2,0,2,1,0,0,2,0,2,1,1,0,0,0,5,4,2,2,2,0,40,50,0
151460000061.00000000,91,18,8,19.7802197802198,10,55.5555555555556,1,3,2,12,0,5.55555555555556,16.6666666666667,11.1111111111111,66.6666666666667,0,52,1.75,3,6,1,1,2,5,4,6,4,8,6,9,6,9,4,17,18,28,45,6,7,5,33.3333333333333,25,11.1111111111111
151460000062.00000000,153,17,7,11.1111111111111,10,58.8235294117647,5,0,4,8,0,29.4117647058823,0,23.5294117647059,47.0588235294118,0,88,1.73863636363636,2,3,8,8,10,4,7,6,10,16,21,9,9,10,7,23,35,60,58,1,12,4,2.85714285714286,20,6.89655172413793
151460000063.00000000,93,17,5,18.2795698924731,12,70.5882352941177,8,0,1,8,0,47.0588235294118,0,5.88235294117647,47.0588235294118,0,46,2.02173913043478,2,2,3,3,5,4,2,5,9,14,9,8,4,9,7,7,19,39,35,1,15,1,5.26315789473684,38.4615384615385,2.85714285714286
151460000064.00000000,9,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,1.5,0,0,0,0,0,2,1,0,0,1,0,1,0,1,2,1,2,2,5,0,0,0,0,0,0
151460000065.00000000,57,10,6,17.5438596491228,4,40,1,0,1,8,0,10,0,10,80,0,38,1.5,0,0,2,2,1,1,7,6,2,6,2,3,6,6,6,7,6,23,28,0,8,2,0,34.7826086956522,7.14285714285714
151460000066.00000000,79,18,8,22.7848101265823,10,55.5555555555556,4,10,2,2,0,22.2222222222222,55.5555555555556,11.1111111111111,11.1111111111111,0,41,1.92682926829268,1,4,2,7,6,1,2,6,5,8,9,7,6,0,9,6,21,30,28,4,11,3,19.047619047619,36.6666666666667,10.7142857142857
151460000067.00000000,21,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11,1.90909090909091,0,1,1,0,0,0,0,0,2,0,1,0,4,3,3,6,2,3,16,0,0,0,0,0,0
151460000068.00000000,3,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,1.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,#DIV/0!
151460000069.00000000,15,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10,1.5,1,0,0,0,0,0,0,2,2,2,0,0,1,1,3,3,1,6,8,0,0,0,0,0,0
151460000070.00000000,45,7,1,15.5555555555556,6,85.7142857142857,1,0,1,5,0,14.2857142857143,0,14.2857142857143,71.4285714285714,0,19,2.36842105263158,3,3,1,5,3,2,4,2,4,4,6,3,0,3,0,2,17,20,8,3,3,1,17.6470588235294,15,12.5
151460000071.00000000,21,4,2,19.047619047619,2,50,2,0,0,2,0,50,0,0,50,0,12,1.75,5,0,0,0,2,0,2,0,1,1,5,4,1,0,0,0,7,9,5,1,3,0,14.2857142857143,33.3333333333333,0
151460000072.00000000,8,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5,1.6,0,0,0,0,1,0,0,0,2,0,0,2,0,3,0,0,1,2,5,0,0,0,0,0,0
151460000073.00000000,114,11,7,9.64912280701754,4,36.3636363636364,7,1,1,2,0,63.6363636363636,9.09090909090909,9.09090909090909,18.1818181818182,0,73,1.56164383561644,5,3,1,4,2,1,5,5,14,6,5,11,9,12,10,21,16,35,63,2,6,3,12.5,17.1428571428571,4.76190476190476
151460000074.00000000,133,18,3,13.5338345864662,15,83.3333333333333,6,0,1,11,0,33.3333333333333,0,5.55555555555556,61.1111111111111,0,65,2.04615384615385,4,10,5,9,9,7,3,11,11,15,7,16,9,4,4,9,44,47,42,3,12,3,6.81818181818182,25.531914893617,7.14285714285714
151460000075.00000000,55,9,3,16.3636363636364,6,66.6666666666667,2,0,0,7,0,22.2222222222222,0,0,77.7777777777778,0,24,2.29166666666667,4,2,3,0,1,5,2,5,5,4,0,3,7,6,4,4,15,16,24,1,5,3,6.66666666666667,31.25,12.5
151460000076.00000000,9,7,4,77.7777777777778,3,42.8571428571429,0,4,0,3,0,0,57.1428571428571,0,42.8571428571429,0,4,2.25,1,1,1,0,0,0,2,0,2,0,0,0,1,1,0,0,3,4,2,3,4,0,100,100,0
151460000077.00000000,123,41,18,33.3333333333333,23,56.0975609756098,8,8,8,17,0,19.5121951219512,19.5121951219512,19.5121951219512,41.4634146341463,0,60,2.05,7,5,2,5,6,7,8,7,9,12,15,5,11,8,6,10,32,51,40,10,25,6,31.25,49.0196078431373,15
151460000078.00000000,111,14,3,12.6126126126126,11,78.5714285714286,5,2,3,4,0,35.7142857142857,14.2857142857143,21.4285714285714,28.5714285714286,0,56,1.98214285714286,4,6,4,7,3,3,4,7,8,7,7,6,6,10,9,20,27,33,51,1,7,6,3.7037037037037,21.2121212121212,11.7647058823529
151460000079.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,#DIV/0!,#DIV/0!,0
151460000080.00000000,63,9,5,14.2857142857143,4,44.4444444444444,4,0,3,2,0,44.4444444444444,0,33.3333333333333,22.2222222222222,0,39,1.61538461538462,1,1,3,2,1,3,3,3,6,4,4,4,6,4,7,11,11,20,32,1,7,1,9.09090909090909,35,3.125
151460000081.00000000,97,15,9,15.4639175257732,6,40,1,0,3,11,0,6.66666666666667,0,20,73.3333333333333,0,49,1.97959183673469,4,6,3,6,2,4,7,4,6,15,8,2,5,4,9,12,25,40,32,4,10,1,16,25,3.125
151460000082.00000000,53,6,2,11.3207547169811,4,66.6666666666667,1,1,0,4,0,16.6666666666667,16.6666666666667,0,66.6666666666667,0,26,2.03846153846154,5,3,1,2,1,2,1,2,5,3,5,3,6,7,2,5,14,16,23,0,3,3,0,18.75,13.0434782608696
151460000083.00000000,313,73,27,23.3226837060703,46,63.013698630137,17,2,14,40,0,23.2876712328767,2.73972602739726,19.1780821917808,54.7945205479452,0,151,2.07284768211921,6,18,14,17,14,20,16,19,21,23,29,28,22,17,18,31,89,108,116,16,41,16,17.9775280898876,37.962962962963,13.7931034482759
151460000084.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000085.00000000,3,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,#DIV/0!
151460000086.00000000,26,8,4,30.7692307692308,4,50,0,0,1,7,0,0,0,12.5,87.5,0,11,2.36363636363636,2,0,2,2,3,1,2,4,1,3,2,2,0,0,0,2,10,12,4,3,5,0,30,41.6666666666667,0
151460000087.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,#DIV/0!,0,0
151460000088.00000000,61,15,4,24.5901639344262,11,73.3333333333333,6,0,2,7,0,40,0,13.3333333333333,46.6666666666667,0,40,1.525,3,1,2,3,2,6,5,5,5,6,7,7,3,1,1,4,17,28,16,6,8,1,35.2941176470588,28.5714285714286,6.25
151460000089.00000000,47,2,1,4.25531914893617,1,50,2,0,0,0,0,100,0,0,0,0,15,3.13333333333333,2,0,0,1,1,6,7,4,4,2,7,3,3,1,0,6,10,24,13,1,1,0,10,4.16666666666667,0
151460000090.00000000,13,4,3,30.7692307692308,1,25,0,0,0,4,0,0,0,0,100,0,4,3.25,2,1,0,0,1,2,0,0,1,2,2,1,1,0,0,0,6,5,2,3,1,0,50,20,0
151460000091.00000000,65,3,0,4.61538461538462,3,100,0,0,2,1,0,0,0,66.6666666666667,33.3333333333333,0,36,1.80555555555556,3,4,3,1,1,1,4,1,6,14,4,2,6,4,5,6,13,29,23,0,3,0,0,10.3448275862069,0
151460000092.00000000,81,4,0,4.93827160493827,4,100,0,0,0,4,0,0,0,0,100,0,40,2.025,6,7,3,3,0,0,8,8,9,5,9,6,4,3,6,4,19,39,23,0,2,2,0,5.12820512820513,8.69565217391304
151460000093.00000000,131,17,9,12.9770992366412,8,47.0588235294118,3,0,1,13,0,17.6470588235294,0,5.88235294117647,76.4705882352941,0,68,1.92647058823529,4,4,5,3,7,8,9,6,12,12,7,10,9,8,4,23,31,46,54,5,10,2,16.1290322580645,21.7391304347826,3.7037037037037
151460000094.00000000,62,12,2,19.3548387096774,10,83.3333333333333,4,0,4,4,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,37,1.67567567567568,1,2,3,1,3,1,4,4,1,6,5,9,9,4,6,3,11,20,31,1,6,5,9.09090909090909,30,16.1290322580645
151460000095.00000000,44,1,1,2.27272727272727,0,0,0,0,1,0,0,0,0,100,0,0,23,1.91304347826087,5,0,2,1,1,2,0,5,7,0,5,4,1,3,1,7,11,17,16,0,1,0,0,5.88235294117647,0
151460000096.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000097.00000000,19,8,4,42.1052631578947,4,50,4,0,0,4,0,50,0,0,50,0,13,1.46153846153846,0,1,0,1,0,1,1,0,2,2,2,1,0,0,4,4,3,7,9,2,3,3,66.6666666666667,42.8571428571429,33.3333333333333
151460000098.00000000,25,4,1,16,3,75,3,0,0,1,0,75,0,0,25,0,20,1.25,1,1,0,0,1,2,2,4,2,3,4,1,1,1,0,2,5,15,5,0,4,0,0,26.6666666666667,0
151460000099.00000000,35,7,2,20,5,71.4285714285714,1,0,0,6,0,14.2857142857143,0,0,85.7142857142857,0,23,1.52173913043478,0,3,2,0,0,0,3,3,4,2,3,0,4,2,2,7,5,15,15,2,4,1,40,26.6666666666667,6.66666666666667
151460000100.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000101.00000000,98,30,9,30.6122448979592,21,70,3,0,2,25,0,10,0,6.66666666666667,83.3333333333333,0,50,1.96,5,4,4,7,5,3,4,4,6,13,8,6,8,9,2,10,28,35,35,11,14,5,39.2857142857143,40,14.2857142857143
151460000102.00000000,348,78,27,22.4137931034483,51,65.3846153846154,33,3,14,28,0,42.3076923076923,3.84615384615385,17.948717948718,35.8974358974359,0,194,1.79381443298969,15,17,8,15,15,20,12,25,24,28,36,22,26,31,27,27,90,125,133,15,45,18,16.6666666666667,36,13.5338345864662
151460000103.00000000,77,10,3,12.987012987013,7,70,1,6,2,1,0,10,60,20,10,0,40,1.925,5,5,4,5,2,0,6,7,4,4,7,5,4,4,7,8,21,28,28,3,6,1,14.2857142857143,21.4285714285714,3.57142857142857
151460000104.00000000,67,4,0,5.97014925373134,4,100,2,0,0,2,0,50,0,0,50,0,31,2.16129032258064,2,0,3,4,5,6,3,1,1,3,7,5,4,1,9,13,20,15,32,0,4,0,0,26.6666666666667,0
151460000105.00000000,71,27,8,38.0281690140845,19,70.3703703703704,7,1,8,11,0,25.9259259259259,3.7037037037037,29.6296296296296,40.7407407407407,0,40,1.775,2,2,1,2,2,5,2,3,5,6,10,5,2,7,7,10,14,26,31,5,15,7,35.7142857142857,57.6923076923077,22.5806451612903
151460000106.00000000,108,20,6,18.5185185185185,14,70,6,1,2,11,0,30,5,10,55,0,54,2,4,6,7,4,5,6,5,3,12,8,9,10,5,6,5,13,32,37,39,3,13,4,9.375,35.1351351351351,10.2564102564103
151460000107.00000000,87,12,2,13.7931034482759,10,83.3333333333333,1,2,1,8,0,8.33333333333333,16.6666666666667,8.33333333333333,66.6666666666667,0,48,1.8125,3,2,3,7,4,5,3,5,5,8,11,9,7,6,3,6,24,32,31,3,8,1,12.5,25,3.2258064516129
151460000108.00000000,107,16,3,14.9532710280374,13,81.25,5,0,5,6,0,31.25,0,31.25,37.5,0,56,1.91071428571429,6,2,3,5,2,2,4,5,6,9,10,8,14,6,7,18,20,34,53,1,12,3,5,35.2941176470588,5.66037735849057
151460000109.00000000,53,5,2,9.43396226415094,3,60,3,0,0,2,0,60,0,0,40,0,28,1.89285714285714,3,1,3,2,2,0,1,3,4,5,5,1,4,8,2,9,11,18,24,1,1,3,9.09090909090909,5.55555555555556,12.5
151460000110.00000000,99,10,5,10.1010101010101,5,50,2,0,0,8,0,20,0,0,80,0,53,1.86792452830189,5,4,3,4,3,2,4,10,6,9,6,7,9,8,12,7,21,35,43,3,6,1,14.2857142857143,17.1428571428571,2.32558139534884
151460000111.00000000,32,1,0,3.125,1,100,0,0,0,1,0,0,0,0,100,0,7,4.57142857142857,3,2,0,0,1,2,8,2,2,7,2,0,2,1,0,0,8,21,3,0,1,0,0,4.76190476190476,0
151460000112.00000000,12,2,0,16.6666666666667,2,100,1,0,0,1,0,50,0,0,50,0,6,2,0,0,0,1,2,0,0,0,0,2,2,0,2,1,0,2,3,4,5,0,2,0,0,50,0
151460000113.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,#DIV/0!,#DIV/0!,0
151460000114.00000000,273,22,5,8.05860805860806,17,77.2727272727273,9,3,5,5,0,40.9090909090909,13.6363636363636,22.7272727272727,22.7272727272727,0,146,1.86986301369863,15,8,9,11,19,12,15,22,25,24,18,17,20,16,19,23,74,104,95,4,12,6,5.40540540540541,11.5384615384615,6.31578947368421
151460000115.00000000,157,21,8,13.3757961783439,13,61.9047619047619,4,1,1,15,0,19.047619047619,4.76190476190476,4.76190476190476,71.4285714285714,0,80,1.9625,14,10,2,5,5,6,7,14,18,13,10,10,14,9,3,17,42,62,53,2,11,8,4.76190476190476,17.741935483871,15.0943396226415
151460000116.00000000,123,12,3,9.75609756097561,9,75,8,0,2,1,1,66.6666666666667,0,16.6666666666667,8.33333333333333,8.33333333333333,93,1.32258064516129,3,2,1,3,6,10,10,10,16,10,7,8,9,7,9,12,25,53,45,2,9,1,8,16.9811320754717,2.22222222222222
151460000117.00000000,76,4,2,5.26315789473684,2,50,1,0,2,1,0,25,0,50,25,0,46,1.65217391304348,3,3,2,4,8,5,5,10,3,6,9,7,6,2,0,3,25,33,18,2,2,0,8,6.06060606060606,0
151460000118.00000000,107,13,4,12.1495327102804,9,69.2307692307692,5,0,1,7,0,38.4615384615385,0,7.69230769230769,53.8461538461539,0,48,2.22916666666667,14,3,6,6,3,9,10,12,8,8,9,5,3,7,3,1,41,47,19,3,10,0,7.31707317073171,21.2765957446808,0
151460000119.00000000,69,7,1,10.1449275362319,6,85.7142857142857,1,0,0,6,0,14.2857142857143,0,0,85.7142857142857,0,32,2.15625,6,2,0,5,4,3,4,5,7,3,6,6,6,4,1,7,20,25,24,1,4,2,5,16,8.33333333333333
151460000120.00000000,58,3,1,5.17241379310345,2,66.6666666666667,2,0,0,1,0,66.6666666666667,0,0,33.3333333333333,0,34,1.70588235294118,3,6,5,0,0,4,0,3,6,6,6,0,4,3,4,8,18,21,19,0,2,1,0,9.52380952380952,5.26315789473684
151460000121.00000000,73,1,0,1.36986301369863,1,100,1,0,0,0,0,100,0,0,0,0,36,2.02777777777778,7,3,1,3,4,2,2,6,8,3,7,6,5,3,2,11,20,26,27,0,1,0,0,3.84615384615385,0
151460000122.00000000,112,22,7,19.6428571428571,15,68.1818181818182,6,1,3,12,0,27.2727272727273,4.54545454545455,13.6363636363636,54.5454545454546,0,58,1.93103448275862,1,10,4,4,2,3,12,7,11,11,6,9,5,5,2,20,24,47,41,5,16,1,20.8333333333333,34.0425531914894,2.4390243902439
151460000123.00000000,137,17,5,12.4087591240876,12,70.5882352941177,4,0,3,10,0,23.5294117647059,0,17.6470588235294,58.8235294117647,0,60,2.28333333333333,13,6,3,11,8,3,11,11,11,15,11,8,8,8,2,8,44,59,34,2,14,1,4.54545454545455,23.728813559322,2.94117647058824
151460000124.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000125.00000000,206,43,21,20.873786407767,22,51.1627906976744,12,0,10,17,4,27.906976744186,0,23.2558139534884,39.5348837209302,9.30232558139535,85,2.42352941176471,11,18,12,11,10,7,8,17,18,19,16,15,9,10,7,18,69,78,59,11,26,6,15.9420289855072,33.3333333333333,10.1694915254237
151460000126.00000000,160,15,3,9.375,12,80,11,0,1,3,0,73.3333333333333,0,6.66666666666667,20,0,73,2.19178082191781,12,7,5,6,8,4,11,10,15,16,10,13,10,16,5,12,42,62,56,3,9,3,7.14285714285714,14.5161290322581,5.35714285714286
151460000127.00000000,22,10,4,45.4545454545455,6,60,4,0,3,3,0,40,0,30,30,0,12,1.83333333333333,0,3,0,0,1,0,2,1,2,3,1,5,2,1,0,1,4,9,9,1,7,2,25,77.7777777777778,22.2222222222222
151460000128.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000129.00000000,33,3,0,9.09090909090909,3,100,1,0,1,1,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,19,1.73684210526316,2,0,0,1,1,1,2,3,6,2,2,3,2,3,3,2,5,15,13,0,2,1,0,13.3333333333333,7.69230769230769
151460000130.00000000,80,7,4,8.75,3,42.8571428571429,1,6,0,0,0,14.2857142857143,85.7142857142857,0,0,0,44,1.81818181818182,1,2,3,1,3,3,5,7,8,5,1,5,5,9,10,12,13,26,41,4,2,1,30.7692307692308,7.69230769230769,2.4390243902439
151460000131.00000000,201,19,8,9.45273631840796,11,57.8947368421053,7,0,1,10,1,36.8421052631579,0,5.26315789473684,52.6315789473684,5.26315789473684,109,1.84403669724771,10,8,11,13,9,7,11,20,17,19,18,11,10,12,5,20,58,85,58,4,9,6,6.89655172413793,10.5882352941176,10.3448275862069
151460000132.00000000,88,14,5,15.9090909090909,9,64.2857142857143,3,1,1,9,0,21.4285714285714,7.14285714285714,7.14285714285714,64.2857142857143,0,51,1.72549019607843,6,5,2,2,3,3,7,10,5,6,6,6,6,6,7,8,21,34,33,7,7,0,33.3333333333333,20.5882352941176,0
151460000133.00000000,105,8,4,7.61904761904762,4,50,1,0,2,5,0,12.5,0,25,62.5,0,55,1.90909090909091,8,5,5,5,5,6,8,7,11,11,11,10,2,2,3,6,34,48,23,2,6,0,5.88235294117647,12.5,0
151460000134.00000000,237,39,15,16.4556962025316,24,61.5384615384615,13,1,6,19,0,33.3333333333333,2.56410256410256,15.3846153846154,48.7179487179487,0,119,1.99159663865546,4,13,12,7,13,2,13,12,28,11,15,18,14,19,20,36,51,79,107,6,24,9,11.7647058823529,30.379746835443,8.41121495327103
151460000135.00000000,97,5,3,5.15463917525773,2,40,2,1,0,2,0,40,20,0,40,0,60,1.61666666666667,1,2,6,5,3,2,10,7,9,7,8,9,10,9,0,9,19,41,37,0,3,2,0,7.31707317073171,5.40540540540541
151460000136.00000000,42,5,2,11.9047619047619,3,60,0,0,4,1,0,0,0,80,20,0,33,1.27272727272727,2,0,1,1,0,2,4,5,0,7,1,3,3,1,5,7,6,17,19,1,1,3,16.6666666666667,5.88235294117647,15.7894736842105
151460000137.00000000,82,18,8,21.9512195121951,10,55.5555555555556,8,4,1,5,0,44.4444444444444,22.2222222222222,5.55555555555556,27.7777777777778,0,32,2.5625,2,2,4,4,4,7,6,2,6,9,11,8,5,5,1,6,23,34,25,5,9,4,21.7391304347826,26.4705882352941,16
151460000138.00000000,122,10,4,8.19672131147541,6,60,0,0,3,7,0,0,0,30,70,0,64,1.90625,3,8,6,6,5,0,7,11,7,13,8,3,16,6,12,11,28,46,48,1,5,4,3.57142857142857,10.8695652173913,8.33333333333333
151460000139.00000000,33,11,2,33.3333333333333,9,81.8181818181818,7,0,2,2,0,63.6363636363636,0,18.1818181818182,18.1818181818182,0,21,1.57142857142857,1,0,0,2,0,0,4,1,0,5,1,3,2,2,6,6,3,11,19,2,6,3,66.6666666666667,54.5454545454546,15.7894736842105
151460000140.00000000,85,19,5,22.3529411764706,14,73.6842105263158,4,1,4,10,0,21.0526315789474,5.26315789473684,21.0526315789474,52.6315789473684,0,34,2.5,1,5,3,6,12,0,1,6,6,4,10,13,5,2,3,8,27,27,31,3,14,2,11.1111111111111,51.8518518518519,6.45161290322581
151460000141.00000000,45,1,1,2.22222222222222,0,0,0,0,1,0,0,0,0,100,0,0,24,1.875,4,0,1,2,1,2,2,4,2,3,5,2,5,4,3,5,10,16,19,0,1,0,0,6.25,0
151460000142.00000000,51,5,2,9.80392156862745,3,60,3,0,0,2,0,60,0,0,40,0,21,2.42857142857143,3,3,4,2,5,1,1,2,4,8,0,2,4,1,3,8,18,15,18,1,2,2,5.55555555555556,13.3333333333333,11.1111111111111
